codigo_ibge,municipio,uf,ano,precipitacao_anual_mm,temperatura_media_anual_c,temperatura_maxima_anual_c,temperatura_minima_anual_c,umidade_relativa_media_pct,radiacao_solar_media_mj_m2_dia,quantidade_dias
3541307,Presidente Epitácio,SP,2004,1303.84,23.32054644808743,29.86158469945355,17.7277868852459,70.89021857923497,18.96,366
3541307,Presidente Epitácio,SP,2005,1151.38,24.11260273972603,30.796739726027397,18.526,67.80589041095891,18.406520547945206,365
3541307,Presidente Epitácio,SP,2006,1338.93,24.03797260273973,30.55991780821918,18.506027397260272,67.84320547945205,19.086931506849314,365
3541307,Presidente Epitácio,SP,2007,1262.09,23.63076712328767,30.019068493150687,18.163671232876712,71.40536986301369,19.025890410958905,365
3541307,Presidente Epitácio,SP,2008,1136.8,23.836147540983607,30.50193989071038,18.172131147540984,68.00314207650274,18.834918032786884,366
3541307,Presidente Epitácio,SP,2009,1932.3400000000001,23.075123287671232,28.620164383561644,18.363424657534246,78.67342465753424,18.044931506849313,365
3541307,Presidente Epitácio,SP,2010,1373.51,23.15194520547945,29.50709589041096,17.791643835616437,72.68386301369863,18.72213698630137,365
3541307,Presidente Epitácio,SP,2011,1232.51,23.216794520547943,29.52909589041096,17.831232876712328,71.84424657534247,19.30687671232877,365
3541307,Presidente Epitácio,SP,2012,1271.84,24.32013661202186,30.81554644808743,18.70898907103825,68.26071038251365,19.53169398907104,366
3541307,Presidente Epitácio,SP,2013,1235.1,23.385287671232874,29.69438356164384,18.004438356164382,72.2775890410959,18.880383561643836,365
3541307,Presidente Epitácio,SP,2014,1207.93,24.230602739726027,30.642849315068492,18.79027397260274,68.6866301369863,18.923424657534248,365
3541307,Presidente Epitácio,SP,2015,1502.74,24.515479452054795,30.643452054794523,19.39408219178082,72.34660273972602,17.977972602739726,365
3541307,Presidente Epitácio,SP,2016,1333.68,22.741120218579233,28.710491803278693,17.62931693989071,76.2883606557377,18.60833333333333,366
