codigo_ibge,municipio,uf_agricola,produto,ano,area_plantada_ha,area_colhida_ha,producao_ton,rendimento_kg_ha,produtividade_ton_ha_ibge,produtividade_ton_ha_calculada,diferenca_produtividade_ton_ha,valor_producao_mil_reais,uf_clima,precipitacao_anual_mm,temperatura_media_anual_c,temperatura_maxima_anual_c,temperatura_minima_anual_c,umidade_relativa_media_pct,radiacao_solar_media_mj_m2_dia,quantidade_dias,variacao_anual_produtividade_pct,variacao_anual_producao_pct,precipitacao_media_diaria_mm,amplitude_termica_media_c,dias_chuvosos_p1_brotacao_crescimento_inicial,dias_chuvosos_p2_crescimento_acumulo_sacarose,dias_chuvosos_p3_maturacao_colheita,dias_secos_p1_brotacao_crescimento_inicial,dias_secos_p2_crescimento_acumulo_sacarose,dias_secos_p3_maturacao_colheita,precipitacao_acumulada_mm_p1_brotacao_crescimento_inicial,precipitacao_acumulada_mm_p2_crescimento_acumulo_sacarose,precipitacao_acumulada_mm_p3_maturacao_colheita,temperatura_media_c_p1_brotacao_crescimento_inicial,temperatura_media_c_p2_crescimento_acumulo_sacarose,temperatura_media_c_p3_maturacao_colheita,produtividade_ton_ha_ibge_lag1,precipitacao_anual_mm_lag1
3500204,Adolfo (SP),SP,Cana-de-açúcar,2008,4954,4954.0,396320.0,80000.0,80.0,80.0,0.0,11890.0,SP,1315.46,23.49174863387978,29.567322404371584,18.092513661202187,69.2433606557377,18.66224043715847,366,-19.999999999999996,15.950848449385614,3.594153005464481,11.474808743169397,53.0,81.0,13.0,69.0,40.0,110.0,453.92,780.85,80.69,25.935000000000002,23.9500826446281,20.617479674796748,100.0,1217.03
3500204,Adolfo (SP),SP,Cana-de-açúcar,2009,4384,4384.0,394560.0,90000.0,90.0,90.0,0.0,13810.0,SP,1505.08,23.123863013698628,28.4592602739726,18.470109589041098,77.19838356164384,17.958520547945206,365,12.5,-0.4440855874041194,4.123506849315068,9.989150684931502,79.0,70.0,25.0,43.0,50.0,98.0,670.71,645.89,188.48,25.004426229508198,24.070666666666668,20.33487804878049,80.0,1315.46
3500204,Adolfo (SP),SP,Cana-de-açúcar,2010,4461,4461.0,401490.0,90000.0,90.0,90.0,0.0,14052.0,SP,853.85,23.873178082191778,30.415232876712327,18.17356164383562,66.30775342465753,19.09895890410959,365,0.0,1.7563868613138744,2.3393150684931507,12.241671232876708,53.0,68.0,7.0,69.0,52.0,116.0,388.96,435.15999999999997,29.73,26.0527868852459,24.349749999999997,21.246341463414634,90.0,1505.08
3500204,Adolfo (SP),SP,Cana-de-açúcar,2011,4461,4461.0,401490.0,90000.0,90.0,90.0,0.0,21680.0,SP,1284.03,23.091232876712326,28.97928767123288,17.79646575342466,71.76723287671233,19.2206301369863,365,0.0,0.0,3.517890410958904,11.18282191780822,46.0,85.0,8.0,76.0,35.0,115.0,405.41,825.81,52.81,25.42254098360656,24.06341666666667,19.83040650406504,90.0,853.85
3500204,Adolfo (SP),SP,Cana-de-açúcar,2012,4461,4461.0,401490.0,90000.0,90.0,90.0,0.0,22098.0,SP,1096.98,24.25530054644809,30.467759562841533,18.703333333333333,66.09207650273224,19.373333333333335,366,0.0,0.0,2.9972131147540986,11.7644262295082,52.0,60.0,20.0,70.0,61.0,103.0,444.45,467.55,184.98,26.90098360655738,25.021487603305783,20.87739837398374,90.0,1284.03
3500204,Adolfo (SP),SP,Cana-de-açúcar,2013,4461,4461.0,401490.0,90000.0,90.0,90.0,0.0,22138.0,SP,1194.54,23.309972602739723,29.20767123287671,18.151671232876712,71.7672602739726,18.46021917808219,365,0.0,0.0,3.272712328767123,11.055999999999997,56.0,73.0,16.0,66.0,47.0,107.0,420.99,583.49,190.06,25.45565573770492,23.971,20.536829268292685,90.0,1096.98
3500204,Adolfo (SP),SP,Cana-de-açúcar,2014,6209,6209.0,434630.0,70000.0,70.0,70.0,0.0,21975.0,SP,851.48,24.847150684931503,31.382383561643834,18.998931506849313,60.83772602739726,19.55841095890411,365,-22.22222222222222,8.254252907918014,2.3328219178082192,12.383452054794521,56.0,50.0,8.0,66.0,70.0,115.0,398.02,407.88,45.58,26.525081967213115,25.96925,22.088130081300815,90.0,1194.54
3500204,Adolfo (SP),SP,Cana-de-açúcar,2015,6309,6309.0,441630.0,70000.0,70.0,70.0,0.0,23680.0,SP,1137.83,24.703780821917807,30.73315068493151,19.48158904109589,68.4465205479452,18.196794520547947,365,0.0,1.6105653084232507,3.1173424657534246,11.251561643835618,67.0,79.0,18.0,55.0,41.0,105.0,569.67,438.01,130.15,26.63295081967213,25.343,22.166666666666668,70.0,851.48
3500204,Adolfo (SP),SP,Cana-de-açúcar,2016,5809,5809.0,464720.0,80000.0,80.0,80.0,0.0,31633.0,SP,1212.86,23.32139344262295,29.46478142076503,17.97311475409836,72.14565573770493,18.97346994535519,366,14.28571428571428,5.228358580712356,3.3138251366120217,11.491666666666667,60.0,69.0,28.0,62.0,52.0,95.0,371.96,639.16,201.74,25.346393442622947,24.68719008264463,19.969268292682926,70.0,1137.83
3500204,Adolfo (SP),SP,Cana-de-açúcar,2017,7320,7320.0,658800.0,90000.0,90.0,90.0,0.0,45872.0,SP,1181.99,24.029671232876712,30.247917808219178,18.610465753424656,67.49054794520548,19.19857534246575,365,12.5,41.762781890170416,3.2383287671232877,11.637452054794522,53.0,69.0,15.0,69.0,51.0,108.0,527.16,525.41,129.42,26.319344262295083,24.676416666666668,21.127642276422762,80.0,1212.86
3500204,Adolfo (SP),SP,Cana-de-açúcar,2018,7266,7266.0,653940.0,90000.0,90.0,90.0,0.0,43082.0,SP,1038.99,24.2572602739726,30.259808219178083,18.959890410958902,67.75438356164383,19.082821917808218,365,0.0,-0.7377049180327888,2.8465479452054794,11.299917808219181,66.0,65.0,12.0,56.0,55.0,111.0,525.21,465.1,48.68,25.726475409836066,24.68275,22.38487804878049,90.0,1181.99
3500204,Adolfo (SP),SP,Cana-de-açúcar,2019,7016,7016.0,631440.0,90000.0,90.0,90.0,0.0,44700.0,SP,892.37,25.44591780821918,31.924712328767125,19.74967123287671,62.05454794520548,19.376520547945205,365,0.0,-3.4406826314340777,2.444849315068493,12.175041095890414,64.0,61.0,14.0,58.0,59.0,109.0,418.6,418.1,55.67,27.658360655737706,26.106333333333335,22.607154471544714,90.0,1038.99
3500204,Adolfo (SP),SP,Cana-de-açúcar,2020,5015,5015.0,451350.0,90000.0,90.0,90.0,0.0,32497.0,SP,932.53,24.945109289617484,31.729262295081966,18.92286885245902,61.40038251366121,19.745437158469944,366,0.0,-28.520524515393387,2.547896174863388,12.806393442622948,55.0,67.0,13.0,67.0,54.0,110.0,334.19,530.11,68.23,27.789508196721314,24.68388429752066,22.380813008130083,90.0,892.37
3500204,Adolfo (SP),SP,Cana-de-açúcar,2021,5015,5015.0,451350.0,90000.0,90.0,90.0,0.0,44413.0,SP,891.6899999999999,24.76958904109589,31.782328767123285,18.507287671232877,57.18830136986301,19.837232876712328,365,0.0,0.0,2.4429863013698627,13.275041095890408,55.0,61.0,16.0,67.0,59.0,107.0,527.63,314.34,49.72,26.319918032786887,26.260166666666667,21.777642276422764,90.0,932.53
3500204,Adolfo (SP),SP,Cana-de-açúcar,2022,6376,6376.0,573840.0,90000.0,90.0,90.0,0.0,77606.0,SP,1052.7,24.0972602739726,30.684520547945205,18.249342465753426,63.19054794520548,19.02509589041096,365,0.0,27.138584247258237,2.884109589041096,12.43517808219178,55.0,73.0,13.0,67.0,47.0,110.0,443.12,542.89,66.69,25.65377049180328,24.961833333333335,21.709918699186993,90.0,891.6899999999999
3500204,Adolfo (SP),SP,Cana-de-açúcar,2023,6376,6376.0,573840.0,90000.0,90.0,90.0,0.0,74926.0,SP,998.82,24.864958904109585,31.236191780821915,19.125972602739726,64.63172602739725,19.06723287671233,365,0.0,0.0,2.7364931506849315,12.11021917808219,48.0,86.0,13.0,74.0,34.0,110.0,324.02,575.89,98.91,29.468032786885246,23.955750000000002,21.186341463414635,90.0,1052.7
3500204,Adolfo (SP),SP,Cana-de-açúcar,2024,6376,6376.0,573840.0,90000.0,90.0,90.0,0.0,91241.0,SP,908.53,26.257158469945356,33.15833333333334,20.040601092896175,55.075765027322404,18.89273224043716,366,0.0,0.0,2.4823224043715846,13.117732240437164,59.0,60.0,7.0,63.0,61.0,116.0,565.41,318.33,24.79,26.90385245901639,28.191487603305784,23.712845528455283,90.0,998.82
3500303,Aguaí (SP),SP,Cana-de-açúcar,2000,5250,5250.0,420000.0,80000.0,80.0,80.0,0.0,7493.0,SP,1587.21,20.89762295081967,27.308442622950817,15.65707650273224,74.5014480874317,18.0746174863388,366,,,4.336639344262295,11.651366120218578,77.0,77.0,17.0,45.0,44.0,106.0,686.17,773.36,127.68,22.865000000000002,21.86809917355372,17.991544715447155,,
3500303,Aguaí (SP),SP,Cana-de-açúcar,2002,4200,4200.0,365400.0,87000.0,87.0,87.0,0.0,11134.0,SP,1367.96,21.9147397260274,28.427835616438355,16.594520547945205,72.356,18.583260273972602,365,8.749999999999991,-13.0,3.747835616438356,11.83331506849315,71.0,72.0,22.0,51.0,48.0,101.0,559.29,668.96,139.71,23.566803278688525,22.481083333333334,19.723577235772357,80.0,1587.21
3500303,Aguaí (SP),SP,Cana-de-açúcar,2003,7180,7180.0,618126.0,86089.0,86.089,86.0899721448468,0.0009721448467985283,16689.0,SP,1371.65,21.175780821917808,27.628630136986303,15.813534246575342,72.7094794520548,18.242356164383562,365,-1.047126436781609,69.16420361247948,3.7579452054794524,11.81509589041096,67.0,76.0,15.0,55.0,44.0,108.0,529.45,744.25,97.95,23.117459016393443,22.48933333333333,17.968373983739838,87.0,1367.96
