codigo_ibge,municipio,ano,produtividade_ton_ha_ibge,previsao
3500105,Adamantina (SP),2001,80.0,61.52480577901185
3500105,Adamantina (SP),2002,76.311,78.12335307410889
3500105,Adamantina (SP),2003,77.794,79.43578275180944
3500105,Adamantina (SP),2004,80.0,79.24014071036694
3500105,Adamantina (SP),2005,81.307,82.07264280516705
3500105,Adamantina (SP),2006,75.0,82.11561844907122
3500105,Adamantina (SP),2007,100.0,83.94163615646053
3500105,Adamantina (SP),2008,90.0,96.02926267367357
3500105,Adamantina (SP),2009,80.0,92.14222951031238
3500105,Adamantina (SP),2010,80.0,80.0471332765077
3500105,Adamantina (SP),2011,75.0,78.934464467542
3500105,Adamantina (SP),2012,60.0,67.58476117874471
3500105,Adamantina (SP),2013,70.0,73.30874717937658
3500105,Adamantina (SP),2014,60.0,61.46084346789082
3500105,Adamantina (SP),2015,80.0,70.93615181387356
3500105,Adamantina (SP),2016,80.0,78.7339787544001
3500105,Adamantina (SP),2017,80.0,78.85450144279872
3500105,Adamantina (SP),2018,70.0,75.64791663629042
3500105,Adamantina (SP),2019,75.0,70.64816999409753
3500105,Adamantina (SP),2020,70.0,72.09999083088624
3500105,Adamantina (SP),2021,65.0,63.805397832276356
3500105,Adamantina (SP),2022,65.0,66.87382517567232
3500105,Adamantina (SP),2023,71.111,70.81711079752135
3500105,Adamantina (SP),2024,71.481,71.73743235107113
3500204,Adolfo (SP),2004,120.0,97.88492374744074
3500204,Adolfo (SP),2005,89.009,93.23593363910399
3500204,Adolfo (SP),2006,100.0,105.88048179839423
3500204,Adolfo (SP),2007,100.0,102.38572021854532
3500204,Adolfo (SP),2008,80.0,86.46478988180414
3500204,Adolfo (SP),2009,90.0,84.7980304277747
3500204,Adolfo (SP),2010,90.0,89.63205042822648
3500204,Adolfo (SP),2011,90.0,88.66190085489326
3500204,Adolfo (SP),2012,90.0,85.60838515768901
3500204,Adolfo (SP),2013,90.0,86.3547114982212
3500204,Adolfo (SP),2014,70.0,74.75686586943532
3500204,Adolfo (SP),2015,70.0,76.72924560550504
3500204,Adolfo (SP),2016,80.0,77.57989821685784
3500204,Adolfo (SP),2017,90.0,82.39382267891062
3500204,Adolfo (SP),2018,90.0,86.81081769884474
3500204,Adolfo (SP),2019,90.0,81.3346120684649
3500204,Adolfo (SP),2020,90.0,87.54981088031327
3500204,Adolfo (SP),2021,90.0,80.11728697193082
3500204,Adolfo (SP),2022,90.0,88.59405711815252
3500204,Adolfo (SP),2023,90.0,92.63170695757921
3500204,Adolfo (SP),2024,90.0,84.06072647702007
3500303,Aguaí (SP),2002,87.0,83.18292909530368
3500303,Aguaí (SP),2003,86.089,86.71448720504046
3500303,Aguaí (SP),2004,86.0,86.06064861611507
3500303,Aguaí (SP),2005,85.434,84.60752443152813
3500303,Aguaí (SP),2006,85.0,85.73587145271162
3500303,Aguaí (SP),2007,85.0,86.88959746055811
3500303,Aguaí (SP),2008,89.08,87.14843542838031
3500303,Aguaí (SP),2009,90.0,91.9187981515264
3500303,Aguaí (SP),2010,95.0,95.43370309660129
3500303,Aguaí (SP),2011,90.0,90.88189198090828
3500303,Aguaí (SP),2012,90.0,87.84878864896423
3500303,Aguaí (SP),2013,100.0,91.55417984993042
3500303,Aguaí (SP),2014,100.0,93.96313756757132
3500303,Aguaí (SP),2015,80.0,89.59225600398614
3500303,Aguaí (SP),2016,90.0,82.88224950682061
3500303,Aguaí (SP),2017,90.0,89.41242757661733
3500303,Aguaí (SP),2018,85.0,87.20875238490012
3500303,Aguaí (SP),2019,85.0,83.8730576211356
3500303,Aguaí (SP),2020,85.0,84.9006400732082
3500303,Aguaí (SP),2021,90.0,82.50750083473469
3500303,Aguaí (SP),2022,85.556,87.55798761820215
3500303,Aguaí (SP),2023,90.0,87.23578753175066
3500303,Aguaí (SP),2024,90.0,87.04019812750361
3500402,Águas da Prata (SP),2010,120.0,110.14598550634167
3500402,Águas da Prata (SP),2011,60.0,83.9467148830267
3500402,Águas da Prata (SP),2012,90.0,62.040737432858826
3500402,Águas da Prata (SP),2013,90.0,88.18549846366336
3500402,Águas da Prata (SP),2014,90.0,87.73505831381654
3500550,Águas de Santa Bárbara (SP),2007,80.0,80.31673644421754
3500550,Águas de Santa Bárbara (SP),2008,82.0,80.50219467976403
3500550,Águas de Santa Bárbara (SP),2009,61.651,76.362049633728
3500550,Águas de Santa Bárbara (SP),2010,85.0,66.43108441268916
3500550,Águas de Santa Bárbara (SP),2011,80.0,78.86377206469389
3500550,Águas de Santa Bárbara (SP),2012,100.0,85.03252792729947
3500550,Águas de Santa Bárbara (SP),2013,100.0,94.37439778907337
3500550,Águas de Santa Bárbara (SP),2014,100.0,89.94553189736106
3500550,Águas de Santa Bárbara (SP),2015,90.0,93.5732026532003
3500550,Águas de Santa Bárbara (SP),2016,63.0,82.0627726208838
3500550,Águas de Santa Bárbara (SP),2017,80.0,77.58815404225231
3500550,Águas de Santa Bárbara (SP),2018,70.0,77.0274054348173
3500550,Águas de Santa Bárbara (SP),2019,75.0,71.13923507599675
3500550,Águas de Santa Bárbara (SP),2020,55.0,68.50101593626192
3500550,Águas de Santa Bárbara (SP),2021,74.3,65.6607391180972
3500550,Águas de Santa Bárbara (SP),2022,70.0,76.28968501973705
3500550,Águas de Santa Bárbara (SP),2023,100.0,79.60623196608394
3500550,Águas de Santa Bárbara (SP),2024,133.5,99.4861902668998
3500709,Agudos (SP),2001,70.0,71.76227590953039
3500709,Agudos (SP),2002,70.0,76.80647781417635
3500709,Agudos (SP),2003,70.0,71.54177187909653
3500709,Agudos (SP),2004,77.996,74.638746930131
3500709,Agudos (SP),2005,77.723,79.24732376029846
3500709,Agudos (SP),2006,80.0,81.0457881463445
3500709,Agudos (SP),2007,88.669,83.87401793376903
3500709,Agudos (SP),2008,80.0,84.99173795210669
3500709,Agudos (SP),2009,80.0,80.49976447838453
3500709,Agudos (SP),2010,80.0,80.49871575195078
3500709,Agudos (SP),2011,79.5,80.38629308231846
3500709,Agudos (SP),2012,79.5,77.3870524236089
3500709,Agudos (SP),2013,79.5,79.85294081606438
3500709,Agudos (SP),2014,60.004,68.00399748428069
3500709,Agudos (SP),2015,64.794,69.04311730486097
3500709,Agudos (SP),2016,61.0,68.50677880425279
3500709,Agudos (SP),2017,70.0,67.35808542254969
3500709,Agudos (SP),2018,61.0,71.95374418975308
3500709,Agudos (SP),2019,70.0,69.1475580081385
3500709,Agudos (SP),2020,70.0,69.99572872193083
3500709,Agudos (SP),2021,73.0,68.69281276760742
3500709,Agudos (SP),2022,74.0,75.69514654737402
3500709,Agudos (SP),2023,70.0,78.55578333506026
3500709,Agudos (SP),2024,72.0,68.60304125233755
3500758,Alambari (SP),2009,88.888,82.05573661589298
3500758,Alambari (SP),2010,100.0,90.15289101075923
3500758,Alambari (SP),2011,92.3,92.01496284787129
3500758,Alambari (SP),2012,70.0,80.85266727436431
3500758,Alambari (SP),2013,80.0,72.83151892299092
3500758,Alambari (SP),2014,72.8,74.46939911303971
3500758,Alambari (SP),2015,80.0,77.74129404700136
3500758,Alambari (SP),2016,80.0,69.29660598371936
3500758,Alambari (SP),2017,80.0,80.14459898443235
3500758,Alambari (SP),2018,80.0,79.25934838896134
3500758,Alambari (SP),2019,80.0,79.53081238533434
3500758,Alambari (SP),2020,80.0,80.17017639258682
3500758,Alambari (SP),2021,56.0,70.33425193233151
3500758,Alambari (SP),2022,80.0,69.00891998606255
3500758,Alambari (SP),2023,80.0,80.0031045681634
3500758,Alambari (SP),2024,80.0,78.05398023464518
3500907,Altair (SP),2001,75.0,75.63892067143087
3500907,Altair (SP),2002,75.0,76.79950198238646
3500907,Altair (SP),2003,75.0,76.58160411964704
3500907,Altair (SP),2004,75.0,75.36323849236948
3500907,Altair (SP),2005,74.501,77.30811941104615
3500907,Altair (SP),2006,75.0,78.31747932777051
3500907,Altair (SP),2007,80.0,81.13383572450245
3500907,Altair (SP),2008,75.0,78.75345876519349
3500907,Altair (SP),2009,75.0,75.96463213851112
3500907,Altair (SP),2010,80.0,77.80320297376768
3500907,Altair (SP),2011,93.0,82.12407973087024
3500907,Altair (SP),2012,93.0,89.1045962552233
3500907,Altair (SP),2013,75.1,83.75408808415874
3500907,Altair (SP),2014,68.182,75.6501726207229
3500907,Altair (SP),2015,75.1,75.70933394128895
3500907,Altair (SP),2016,80.0,81.9031245401844
3500907,Altair (SP),2017,80.0,80.06159644280045
3500907,Altair (SP),2018,80.0,77.15419796151565
3500907,Altair (SP),2019,80.0,79.26919759758337
3500907,Altair (SP),2020,75.0,78.7845469948197
3500907,Altair (SP),2021,80.0,74.75785872965919
3500907,Altair (SP),2022,80.0,79.70384171688224
3500907,Altair (SP),2023,80.0,81.24468464028617
3500907,Altair (SP),2024,80.0,79.38812321323239
3501004,Altinópolis (SP),2001,75.0,72.55053168841124
3501004,Altinópolis (SP),2002,65.0,71.58462494424099
3501004,Altinópolis (SP),2003,65.0,72.24405989534233
3501004,Altinópolis (SP),2004,65.0,68.87285667880681
3501004,Altinópolis (SP),2005,69.536,70.32487483744463
3501004,Altinópolis (SP),2006,75.0,75.3521142313108
3501004,Altinópolis (SP),2007,75.0,76.61569352015995
3501004,Altinópolis (SP),2008,75.0,75.64035694019833
3501004,Altinópolis (SP),2009,70.0,73.71448989360493
3501004,Altinópolis (SP),2010,80.0,76.12146067924736
3501004,Altinópolis (SP),2011,78.0,79.23414159793903
3501004,Altinópolis (SP),2012,86.957,80.96608226244135
3501004,Altinópolis (SP),2013,80.0,83.05983963359793
3501004,Altinópolis (SP),2014,74.1,73.99081380937119
3501004,Altinópolis (SP),2015,82.0,75.1372321637797
3501004,Altinópolis (SP),2016,74.0,79.10453885744695
3501004,Altinópolis (SP),2017,74.0,74.57036591160377
3501004,Altinópolis (SP),2018,74.0,75.38862587193177
3501004,Altinópolis (SP),2019,74.0,75.53390350646482
3501004,Altinópolis (SP),2020,74.0,75.16660713648918
3501004,Altinópolis (SP),2021,74.0,73.98121296418226
3501004,Altinópolis (SP),2022,74.0,73.48935687600004
3501004,Altinópolis (SP),2023,74.0,75.84339505776683
3501004,Altinópolis (SP),2024,74.0,75.52107975795403
3501103,Alto Alegre (SP),2002,70.0,73.30359513971412
3501103,Alto Alegre (SP),2003,56.0,66.78477103619831
3501103,Alto Alegre (SP),2004,70.0,70.9733492533268
3501103,Alto Alegre (SP),2005,79.0,77.85088569647542
3501103,Alto Alegre (SP),2006,80.0,80.98047492103022
3501103,Alto Alegre (SP),2007,80.0,79.78952633106564
3501103,Alto Alegre (SP),2008,75.0,81.10997294505161
3501103,Alto Alegre (SP),2010,70.0,73.4711371320102
3501103,Alto Alegre (SP),2011,65.0,69.85938419256678
3501103,Alto Alegre (SP),2012,80.0,67.36864690510208
3501103,Alto Alegre (SP),2013,80.0,80.00424761507007
3501103,Alto Alegre (SP),2014,65.43,67.00475201415946
3501103,Alto Alegre (SP),2015,56.49,62.106401392459695
3501103,Alto Alegre (SP),2016,74.23,72.23455602855807
3501103,Alto Alegre (SP),2017,65.69,69.55415614785319
3501103,Alto Alegre (SP),2018,65.69,66.75032840967617
3501103,Alto Alegre (SP),2019,80.0,71.99940335425232
3501103,Alto Alegre (SP),2020,70.0,77.10132540011709
3501103,Alto Alegre (SP),2021,70.0,70.6185698933042
3501103,Alto Alegre (SP),2022,75.0,77.15444596104369
3501103,Alto Alegre (SP),2023,80.0,81.00013423409088
3501103,Alto Alegre (SP),2024,80.0,79.20831414602026
3501152,Alumínio (SP),2003,50.0,50.013445613955476
3501152,Alumínio (SP),2004,60.0,53.134766767662875
3501152,Alumínio (SP),2005,50.134,55.638248058413765
3501152,Alumínio (SP),2006,50.135,50.83576160187035
3501152,Alumínio (SP),2007,50.0,50.89143017095407
3501152,Alumínio (SP),2008,50.0,50.80143946564872
3501152,Alumínio (SP),2010,10.0,40.42015527710116
3501152,Alumínio (SP),2011,90.0,46.88594101390971
3501152,Alumínio (SP),2012,90.0,87.33800200893405
3501152,Alumínio (SP),2013,100.0,94.72488562000497
3501152,Alumínio (SP),2014,100.0,96.98733257977601
3501152,Alumínio (SP),2015,100.0,98.79443135220782
3501152,Alumínio (SP),2016,100.0,91.10515739366875
3501152,Alumínio (SP),2017,100.0,98.89323867173722
3501152,Alumínio (SP),2018,100.0,95.72822965649344
3501152,Alumínio (SP),2019,85.0,84.82272584291297
3501152,Alumínio (SP),2020,100.0,85.25442454649516
3501152,Alumínio (SP),2021,100.0,95.97847391291403
3501152,Alumínio (SP),2022,100.0,97.5837946516948
3501202,Álvares Florence (SP),2007,100.0,93.07512156401144
3501202,Álvares Florence (SP),2008,100.0,94.56764915971755
3501202,Álvares Florence (SP),2009,80.0,88.15724256628584
3501202,Álvares Florence (SP),2010,80.0,81.08223309871396
3501202,Álvares Florence (SP),2011,79.231,75.7869602639524
3501202,Álvares Florence (SP),2012,80.0,76.9485744864312
3501202,Álvares Florence (SP),2013,74.754,79.35706439700644
3501202,Álvares Florence (SP),2014,71.604,72.2120669247711
3501202,Álvares Florence (SP),2015,70.004,71.52410805028885
3501202,Álvares Florence (SP),2016,83.798,76.21476969845173
3501202,Álvares Florence (SP),2017,80.0,81.38402837514128
3501202,Álvares Florence (SP),2018,75.002,75.38302367156736
3501202,Álvares Florence (SP),2019,75.002,70.10005285524886
3501202,Álvares Florence (SP),2020,75.0,72.4071908683341
3501202,Álvares Florence (SP),2021,65.0,67.2669271163697
3501202,Álvares Florence (SP),2022,71.29,72.13300185383689
3501202,Álvares Florence (SP),2023,75.0,77.62012034820128
3501202,Álvares Florence (SP),2024,72.0,69.77768585729918
3501301,Álvares Machado (SP),2015,75.0,76.32426212978257
3501301,Álvares Machado (SP),2016,75.0,75.96242734207141
3501301,Álvares Machado (SP),2017,80.0,77.39180227977994
3501301,Álvares Machado (SP),2018,100.0,87.33035974101291
3501301,Álvares Machado (SP),2019,100.0,96.71790912633566
3501301,Álvares Machado (SP),2020,100.0,96.38557140793917
3501301,Álvares Machado (SP),2021,93.1,94.19034972557996
3501301,Álvares Machado (SP),2022,97.778,88.21414234992321
3501301,Álvares Machado (SP),2023,98.616,93.07187249541818
3501301,Álvares Machado (SP),2024,98.798,89.1066912262946
3501608,Americana (SP),2001,75.0,62.55395111774854
3501608,Americana (SP),2002,75.0,76.20217884277949
3501608,Americana (SP),2003,75.0,75.71361102813137
3501608,Americana (SP),2004,75.0,79.06122286731743
3501608,Americana (SP),2005,74.497,75.18756864512241
3501608,Americana (SP),2006,75.0,74.6873239048871
3501608,Americana (SP),2007,80.0,76.73670520428132
3501608,Americana (SP),2008,80.0,80.34556483374371
3501608,Americana (SP),2009,78.26,80.1619730409473
3501608,Americana (SP),2010,75.0,77.75350989449935
3501608,Americana (SP),2011,93.75,81.70643092813965
3501608,Americana (SP),2012,56.0,87.02097721639771
3501608,Americana (SP),2013,76.8,68.26232744462142
3501608,Americana (SP),2014,80.269,69.10425407249693
3501608,Americana (SP),2015,77.36,78.3904236768604
3501608,Americana (SP),2016,80.0,80.62934479658804
3501608,Americana (SP),2017,80.0,80.11125720861045
3501608,Americana (SP),2018,80.0,79.90198362319836
3501608,Americana (SP),2019,80.0,80.18985907847951
3501608,Americana (SP),2020,80.0,79.72394143601909
3501608,Americana (SP),2021,80.0,81.0072841569472
3501608,Americana (SP),2022,80.0,82.44025702642985
3501608,Americana (SP),2023,80.0,82.94212761298162
3501608,Americana (SP),2024,80.0,80.39276732812597
3501707,Américo Brasiliense (SP),2001,80.0,82.13826640604418
3501707,Américo Brasiliense (SP),2002,71.6,79.93983145666748
3501707,Américo Brasiliense (SP),2003,71.6,70.1407387217988
3501707,Américo Brasiliense (SP),2004,80.0,77.76883300123987
3501707,Américo Brasiliense (SP),2005,81.759,81.79324500283869
3501707,Américo Brasiliense (SP),2006,81.76,80.86439556199517
3501707,Américo Brasiliense (SP),2007,80.0,81.40603166037205
3501707,Américo Brasiliense (SP),2008,100.0,87.31216872518797
3501707,Américo Brasiliense (SP),2009,100.0,97.74286710059634
3501707,Américo Brasiliense (SP),2010,83.895,88.59729963907967
3501707,Américo Brasiliense (SP),2011,83.895,82.67832375037604
3501707,Américo Brasiliense (SP),2012,84.0,80.01619261589855
3501707,Américo Brasiliense (SP),2013,84.0,83.95850999686328
3501707,Américo Brasiliense (SP),2014,84.0,76.25792850251136
3501707,Américo Brasiliense (SP),2015,75.0,85.24015407043156
3501707,Américo Brasiliense (SP),2016,80.0,78.365719605834
3501707,Américo Brasiliense (SP),2017,80.0,80.7732095052577
3501707,Américo Brasiliense (SP),2018,80.0,83.97083396198695
3501707,Américo Brasiliense (SP),2019,80.0,79.76978022756222
3501707,Américo Brasiliense (SP),2020,80.0,79.21067036570592
3501707,Américo Brasiliense (SP),2021,80.0,78.41510738961036
3501707,Américo Brasiliense (SP),2022,79.0,80.28364382456309
3501707,Américo Brasiliense (SP),2023,80.0,84.2094541216552
3501707,Américo Brasiliense (SP),2024,74.0,77.49814319521327
3501806,Américo de Campos (SP),2009,62.0,67.98741864383068
3501806,Américo de Campos (SP),2010,60.0,67.00961161071655
3501806,Américo de Campos (SP),2011,79.688,82.00853355502832
3501806,Américo de Campos (SP),2012,72.0,77.07518978857712
3501806,Américo de Campos (SP),2013,72.0,74.22043152879638
3501806,Américo de Campos (SP),2014,61.0,67.85906253262391
3501806,Américo de Campos (SP),2015,70.0,73.35988018744287
3501806,Américo de Campos (SP),2016,78.0,75.52574813049608
3501806,Américo de Campos (SP),2017,78.0,78.1235598791346
3501806,Américo de Campos (SP),2018,70.0,73.81005962817382
3501806,Américo de Campos (SP),2019,70.0,69.68411249077877
3501806,Américo de Campos (SP),2020,71.944,72.1733730175693
3501806,Américo de Campos (SP),2021,72.0,68.355859245782
3501806,Américo de Campos (SP),2022,75.0,75.96266617795436
3501806,Américo de Campos (SP),2023,75.0,77.43539991115642
3501806,Américo de Campos (SP),2024,75.0,69.77385880174363
3501905,Amparo (SP),2001,90.0,89.22679306250417
3501905,Amparo (SP),2002,100.0,92.23773573363063
3501905,Amparo (SP),2003,100.0,96.34102434129528
3501905,Amparo (SP),2004,90.0,98.27686833037386
3501905,Amparo (SP),2005,99.36,89.31499511703572
3501905,Amparo (SP),2006,110.0,94.93278765066782
3501905,Amparo (SP),2007,110.0,96.24226906959827
3501905,Amparo (SP),2008,110.0,103.73688448608333
3501905,Amparo (SP),2009,110.0,105.64587770753927
3501905,Amparo (SP),2010,110.0,77.42296185108398
3501905,Amparo (SP),2011,100.0,98.9093005229879
3501905,Amparo (SP),2012,80.0,84.59046799333846
3501905,Amparo (SP),2013,80.0,81.32801516225902
3501905,Amparo (SP),2014,72.628,72.9261404221057
3501905,Amparo (SP),2015,60.0,72.6757185309955
3501905,Amparo (SP),2016,60.0,62.37289450409372
3501905,Amparo (SP),2017,60.0,60.80860840398827
3501905,Amparo (SP),2018,60.0,61.32564335669822
3501905,Amparo (SP),2019,60.0,61.58616050314776
3501905,Amparo (SP),2020,60.0,61.257972584489046
3501905,Amparo (SP),2021,60.0,62.22750078800364
3501905,Amparo (SP),2022,60.0,63.418498370069976
3501905,Amparo (SP),2023,59.556,64.42295925115593
3501905,Amparo (SP),2024,91.364,66.70401574841131
3502002,Analândia (SP),2001,85.0,83.61267594337941
3502002,Analândia (SP),2002,85.0,85.84396863329988
3502002,Analândia (SP),2003,85.0,85.74959332521519
3502002,Analândia (SP),2004,85.0,85.55697865381919
3502002,Analândia (SP),2005,84.43,85.92441912823817
3502002,Analândia (SP),2006,85.0,84.18953241700733
3502002,Analândia (SP),2007,85.0,85.14942030536048
3502002,Analândia (SP),2008,85.0,85.8889601749709
3502002,Analândia (SP),2009,85.0,84.00732682926419
3502002,Analândia (SP),2010,85.0,85.03428843780635
3502002,Analândia (SP),2011,85.0,85.64964470406011
3502002,Analândia (SP),2012,63.143,75.86976835663029
3502002,Analândia (SP),2013,85.0,76.81830501190116
3502002,Analândia (SP),2014,85.0,74.91425793471811
3502002,Analândia (SP),2015,85.0,87.59030855506822
3502002,Analândia (SP),2016,85.0,84.75034974507311
3502002,Analândia (SP),2017,85.0,83.48017687457063
3502002,Analândia (SP),2018,85.0,83.86210088964981
3502002,Analândia (SP),2019,85.0,84.46707835836781
3502002,Analândia (SP),2020,85.0,85.03553720257733
3502002,Analândia (SP),2021,80.0,80.32252687899029
3502002,Analândia (SP),2022,80.0,84.96467294918382
3502002,Analândia (SP),2023,80.0,81.09400241756529
3502002,Analândia (SP),2024,80.0,79.75335263620275
3502101,Andradina (SP),2001,80.0,82.00615115023108
3502101,Andradina (SP),2002,80.0,78.68173780365537
3502101,Andradina (SP),2003,80.0,80.45683334459862
3502101,Andradina (SP),2004,80.0,79.65803221575325
3502101,Andradina (SP),2005,80.423,75.50382608684957
3502101,Andradina (SP),2006,80.0,81.02204381134308
3502101,Andradina (SP),2007,80.0,83.72260519156889
3502101,Andradina (SP),2008,80.0,82.12762316627558
3502101,Andradina (SP),2009,67.114,76.77907055445947
3502101,Andradina (SP),2010,80.0,79.91719859585804
3502101,Andradina (SP),2011,90.0,83.89683461371446
3502101,Andradina (SP),2012,80.0,78.26899349715154
3502101,Andradina (SP),2013,80.0,79.51866012869189
3502101,Andradina (SP),2014,70.0,68.99404164131566
3502101,Andradina (SP),2015,70.0,71.84856857505925
3502101,Andradina (SP),2016,70.0,71.85160692162339
3502101,Andradina (SP),2017,70.0,70.10393677471095
3502101,Andradina (SP),2018,75.0,71.89567624085727
3502101,Andradina (SP),2019,70.0,70.83095102107613
3502101,Andradina (SP),2020,70.0,71.18266147058677
3502101,Andradina (SP),2021,70.0,68.55319355166813
3502101,Andradina (SP),2022,70.0,71.38761725803532
3502101,Andradina (SP),2023,70.0,71.47958609627072
3502101,Andradina (SP),2024,70.016,72.0194333240291
3502200,Angatuba (SP),2003,82.271,88.89821784419647
3502200,Angatuba (SP),2004,83.0,82.38950885445497
3502200,Angatuba (SP),2005,74.732,76.56479024397818
3502200,Angatuba (SP),2006,70.152,73.90491997062249
3502200,Angatuba (SP),2007,75.0,72.29533555384856
3502200,Angatuba (SP),2008,75.0,74.6313275933272
3502200,Angatuba (SP),2009,84.615,82.11020744922631
3502200,Angatuba (SP),2010,95.0,89.76521510999828
3502200,Angatuba (SP),2011,88.6,83.18464166690514
3502200,Angatuba (SP),2012,85.0,83.67413140841485
3502200,Angatuba (SP),2013,100.0,89.5448516211468
3502200,Angatuba (SP),2014,78.0,90.47642626375118
3502200,Angatuba (SP),2015,100.0,86.8183505572549
3502200,Angatuba (SP),2016,100.0,94.54580969226417
3502200,Angatuba (SP),2017,100.0,92.87625881459661
3502200,Angatuba (SP),2018,85.0,92.60762417422998
3502200,Angatuba (SP),2019,85.0,84.89381010657632
3502200,Angatuba (SP),2020,90.0,88.03558766695393
3502200,Angatuba (SP),2021,85.5,84.78677505852366
3502309,Anhembi (SP),2001,60.0,63.56036742213498
3502309,Anhembi (SP),2002,60.0,63.04012952754861
3502309,Anhembi (SP),2003,60.0,61.535036607367545
3502309,Anhembi (SP),2004,60.0,61.81263451532067
3502309,Anhembi (SP),2005,54.639,59.98612283897841
3502309,Anhembi (SP),2006,65.0,66.23407948688772
3502309,Anhembi (SP),2007,85.0,72.01345347946884
3502309,Anhembi (SP),2008,85.0,85.02819985026657
3502309,Anhembi (SP),2009,85.0,81.99900224111491
3502309,Anhembi (SP),2010,75.0,76.54960508587284
3502309,Anhembi (SP),2011,75.0,76.34476045613506
3502309,Anhembi (SP),2012,75.0,75.49373750103896
3502309,Anhembi (SP),2013,80.0,80.49186498785907
3502309,Anhembi (SP),2014,62.0,73.18606701997304
3502309,Anhembi (SP),2015,85.0,74.58416164479416
3502309,Anhembi (SP),2016,70.0,77.18449327400823
3502309,Anhembi (SP),2017,80.0,74.82298749038691
3502309,Anhembi (SP),2018,80.0,79.63684146301833
3502309,Anhembi (SP),2019,79.259,79.52359709596436
3502309,Anhembi (SP),2020,79.259,79.34127731429399
3502309,Anhembi (SP),2021,72.592,76.68930070529471
3502309,Anhembi (SP),2022,79.403,77.20224656415967
3502309,Anhembi (SP),2023,79.306,79.63110507543341
3502309,Anhembi (SP),2024,83.134,79.04244933172386
3502408,Anhumas (SP),2004,70.0,69.0606897019747
3502408,Anhumas (SP),2005,69.529,71.9980830323229
3502408,Anhumas (SP),2006,70.0,71.35475447989307
3502408,Anhumas (SP),2007,75.0,72.61674884548904
3502408,Anhumas (SP),2008,70.0,73.58860741942064
3502408,Anhumas (SP),2009,70.0,74.1806396553668
3502408,Anhumas (SP),2010,80.0,74.94992381010802
3502408,Anhumas (SP),2011,70.0,76.0124039600871
3502408,Anhumas (SP),2012,71.0,70.76872613540091
3502408,Anhumas (SP),2013,80.0,76.68818769865078
3502408,Anhumas (SP),2014,77.0,75.6802528201191
3502408,Anhumas (SP),2015,70.0,77.2042846006657
3502408,Anhumas (SP),2016,60.0,76.46263530539717
3502408,Anhumas (SP),2017,75.0,72.68713278833133
3502408,Anhumas (SP),2018,75.0,74.16689377456807
3502408,Anhumas (SP),2019,75.0,74.74939265612312
3502408,Anhumas (SP),2020,73.475,72.95570158445842
3502408,Anhumas (SP),2021,74.541,70.72148296059495
3502408,Anhumas (SP),2022,74.817,75.31552746916444
3502408,Anhumas (SP),2023,74.483,75.86741503792764
3502408,Anhumas (SP),2024,74.584,72.46488328861268
3502606,Aparecida d'Oeste (SP),2004,60.0,67.57030954655642
3502606,Aparecida d'Oeste (SP),2005,59.599,64.44295237690011
3502606,Aparecida d'Oeste (SP),2006,120.0,82.52633900115515
3502606,Aparecida d'Oeste (SP),2007,140.0,120.32966601734381
3502606,Aparecida d'Oeste (SP),2008,14.0,73.12037065123401
3502606,Aparecida d'Oeste (SP),2009,120.0,91.88636946943333
3502606,Aparecida d'Oeste (SP),2010,100.0,112.45380308456821
3502606,Aparecida d'Oeste (SP),2011,100.0,87.88020912799695
3502606,Aparecida d'Oeste (SP),2012,90.0,82.28648976499807
3502606,Aparecida d'Oeste (SP),2013,90.0,88.11307777215147
3502606,Aparecida d'Oeste (SP),2014,80.0,83.3987051338966
3502606,Aparecida d'Oeste (SP),2015,80.0,83.85963548886397
3502606,Aparecida d'Oeste (SP),2016,80.0,80.59682449944663
3502606,Aparecida d'Oeste (SP),2017,80.0,79.43480997130241
3502606,Aparecida d'Oeste (SP),2018,80.0,81.11894387552555
3502606,Aparecida d'Oeste (SP),2019,85.0,79.8018979579885
3502606,Aparecida d'Oeste (SP),2020,85.0,83.25996723370669
3502606,Aparecida d'Oeste (SP),2021,85.0,74.17580093228914
3502606,Aparecida d'Oeste (SP),2022,85.0,86.98853303854743
3502606,Aparecida d'Oeste (SP),2023,85.0,84.41596527496625
3502606,Aparecida d'Oeste (SP),2024,76.5,79.0348909254801
3502705,Apiaí (SP),2004,60.0,67.82582527064122
3502705,Apiaí (SP),2005,39.759,49.87566970332445
3502705,Apiaí (SP),2006,40.0,46.27512710343821
3502705,Apiaí (SP),2007,100.0,48.82201657554946
3502705,Apiaí (SP),2008,100.0,86.85601113387852
3502705,Apiaí (SP),2009,35.0,80.49581872621825
3502705,Apiaí (SP),2011,70.0,43.92493684254553
3502754,Araçariguama (SP),2001,60.0,61.819946833055845
3502754,Araçariguama (SP),2002,70.0,66.03980789557664
3502754,Araçariguama (SP),2003,70.0,69.85176947405867
3502754,Araçariguama (SP),2004,60.0,60.888789675977414
3502754,Araçariguama (SP),2005,59.595,60.334470298705575
3502754,Araçariguama (SP),2006,59.595,59.78318163080404
3502754,Araçariguama (SP),2007,44.285,56.456974741529294
3502754,Araçariguama (SP),2008,59.595,44.399348260322995
3502804,Araçatuba (SP),2001,71.82,77.85106273878652
3502804,Araçatuba (SP),2002,80.0,78.06363492970456
3502804,Araçatuba (SP),2003,81.0,82.68451122282048
