codigo_ibge,municipio,ano,produtividade_ton_ha_ibge,previsao
3524006,Itupeva (SP),2017,60.0,82.7369550789974
3524006,Itupeva (SP),2018,50.0,54.23975189348149
3524006,Itupeva (SP),2019,50.0,53.49219898730193
3524006,Itupeva (SP),2020,50.0,55.24400695355872
3524006,Itupeva (SP),2024,50.0,52.33089315401267
3524105,Ituverava (SP),2001,80.0,76.9715064875885
3524105,Ituverava (SP),2002,78.571,79.95864314347926
3524105,Ituverava (SP),2003,77.0,78.6871919859086
3524105,Ituverava (SP),2004,90.0,82.25293620163293
3524105,Ituverava (SP),2005,92.412,91.47692813866037
3524105,Ituverava (SP),2006,90.0,88.82021641905405
3524105,Ituverava (SP),2007,90.0,94.93973291293605
3524105,Ituverava (SP),2008,90.0,88.59644057238042
3524105,Ituverava (SP),2009,80.0,86.20138350516649
3524105,Ituverava (SP),2010,80.0,81.13340568035191
3524105,Ituverava (SP),2011,80.0,80.79657434995194
3524105,Ituverava (SP),2012,85.0,79.95438553000449
3524105,Ituverava (SP),2013,85.0,84.57360642744621
3524105,Ituverava (SP),2014,80.0,76.35718409278223
3524105,Ituverava (SP),2015,80.0,81.2127425132813
3524105,Ituverava (SP),2016,85.0,82.63438736256059
3524105,Ituverava (SP),2017,85.0,84.28590465728551
3524105,Ituverava (SP),2018,85.0,84.42448379536327
3524105,Ituverava (SP),2019,85.0,83.6705099651423
3524105,Ituverava (SP),2020,85.0,88.58269943831614
3524105,Ituverava (SP),2021,60.0,78.58036736659176
3524105,Ituverava (SP),2022,58.0,71.14301189001644
3524105,Ituverava (SP),2023,76.667,76.28428407319424
3524105,Ituverava (SP),2024,80.0,78.9495761469199
3524204,Jaborandi (SP),2001,80.0,81.65114914316806
3524204,Jaborandi (SP),2002,81.333,87.1059099864099
3524204,Jaborandi (SP),2003,90.0,83.98600043320266
3524204,Jaborandi (SP),2004,90.0,89.06466314824279
3524204,Jaborandi (SP),2005,92.399,90.5036072382974
3524204,Jaborandi (SP),2006,90.0,88.23753592392208
3524204,Jaborandi (SP),2007,90.0,90.82902475895195
3524204,Jaborandi (SP),2008,90.0,89.69673284441816
3524204,Jaborandi (SP),2009,90.0,88.33245081536623
3524204,Jaborandi (SP),2010,90.0,90.39964976827652
3524204,Jaborandi (SP),2011,75.0,82.15472649400861
3524204,Jaborandi (SP),2012,75.0,75.85802423628155
3524204,Jaborandi (SP),2013,75.0,76.79094442799638
3524204,Jaborandi (SP),2014,75.0,74.06664873648504
3524204,Jaborandi (SP),2015,75.0,73.91093345123554
3524204,Jaborandi (SP),2016,80.0,79.30561896537002
3524204,Jaborandi (SP),2017,75.0,79.47426833855089
3524204,Jaborandi (SP),2018,78.0,76.51360668861406
3524204,Jaborandi (SP),2019,76.0,76.22868395703938
3524204,Jaborandi (SP),2020,76.333,78.14878950638223
3524204,Jaborandi (SP),2021,76.778,71.43719773259913
3524204,Jaborandi (SP),2022,76.37,79.39852394194399
3524204,Jaborandi (SP),2023,76.494,78.99673361039049
3524204,Jaborandi (SP),2024,80.0,79.36948057306628
3524303,Jaboticabal (SP),2001,75.0,77.25783641484851
3524303,Jaboticabal (SP),2002,90.0,82.00427711278631
3524303,Jaboticabal (SP),2003,90.0,89.54501902172704
3524303,Jaboticabal (SP),2004,87.804,88.91366130002194
3524303,Jaboticabal (SP),2005,92.003,91.79994278727469
3524303,Jaboticabal (SP),2006,80.0,86.20713466505256
3524303,Jaboticabal (SP),2007,90.0,83.06464213581563
3524303,Jaboticabal (SP),2008,90.0,89.46703983506855
3524303,Jaboticabal (SP),2009,100.0,86.7391308257884
3524303,Jaboticabal (SP),2010,100.0,85.79925419877158
3524303,Jaboticabal (SP),2011,85.0,92.2949941492073
3524303,Jaboticabal (SP),2012,75.0,78.69872567498336
3524303,Jaboticabal (SP),2013,75.0,76.43690561897738
3524303,Jaboticabal (SP),2014,82.947,73.63152646567858
3524303,Jaboticabal (SP),2015,80.0,83.48821045814782
3524303,Jaboticabal (SP),2016,85.0,82.78510985120141
3524303,Jaboticabal (SP),2017,85.0,83.89137623608711
3524303,Jaboticabal (SP),2018,85.0,84.81992746918213
3524303,Jaboticabal (SP),2019,85.0,84.48029333445017
3524303,Jaboticabal (SP),2020,90.0,86.92964909142255
3524303,Jaboticabal (SP),2021,90.0,82.23497165731493
3524303,Jaboticabal (SP),2022,90.0,87.95555652410386
3524303,Jaboticabal (SP),2023,90.0,89.83547482463172
3524303,Jaboticabal (SP),2024,82.0,82.30552931994721
3524402,Jacareí (SP),2003,25.0,42.32130399374237
3524402,Jacareí (SP),2009,40.0,37.78003828943279
3524402,Jacareí (SP),2010,40.0,40.34731333325214
3524402,Jacareí (SP),2011,40.0,43.508061667259206
3524402,Jacareí (SP),2012,40.0,42.963172665913326
3524402,Jacareí (SP),2018,50.0,45.33101817852285
3524402,Jacareí (SP),2019,50.0,48.86738675614662
3524402,Jacareí (SP),2020,50.0,50.42353762090686
3524402,Jacareí (SP),2021,50.0,53.40791971296761
3524402,Jacareí (SP),2022,50.0,49.71124903408519
3524402,Jacareí (SP),2023,40.0,47.43881599370155
3524402,Jacareí (SP),2024,40.0,41.3555857014097
3524501,Jaci (SP),2004,110.0,94.97776264522565
3524501,Jaci (SP),2005,89.396,88.61359533517971
3524501,Jaci (SP),2006,250.0,116.10659314983806
3524501,Jaci (SP),2007,140.0,115.85654685503376
3524501,Jaci (SP),2008,80.0,82.90929276559461
3524501,Jaci (SP),2009,90.0,85.5280357352831
3524501,Jaci (SP),2010,90.0,89.8860838330076
3524501,Jaci (SP),2011,90.0,89.34309733847945
3524501,Jaci (SP),2012,90.0,85.3828698291275
3524501,Jaci (SP),2013,100.0,85.83934427225078
3524501,Jaci (SP),2014,75.0,78.08467488089688
3524501,Jaci (SP),2015,90.0,77.2684138547266
3524501,Jaci (SP),2016,110.0,94.06570024817287
3524501,Jaci (SP),2017,100.0,96.41677163214709
3524501,Jaci (SP),2018,110.0,90.13128291759571
3524501,Jaci (SP),2019,90.0,85.71241884320995
3524501,Jaci (SP),2020,90.0,87.1047744536971
3524501,Jaci (SP),2021,80.0,79.87073144519371
3524501,Jaci (SP),2022,80.0,84.63334640368886
3524501,Jaci (SP),2023,80.0,83.81812371088121
3524501,Jaci (SP),2024,80.0,79.59824453124652
3524600,Jacupiranga (SP),2019,30.0,25.961631798088757
3524600,Jacupiranga (SP),2020,30.0,31.635424449502548
3524600,Jacupiranga (SP),2021,30.0,28.737819087082286
3524600,Jacupiranga (SP),2022,30.0,30.2714898758907
3524600,Jacupiranga (SP),2023,30.0,29.420353648724078
3524600,Jacupiranga (SP),2024,30.0,32.62082594805685
3524709,Jaguariúna (SP),2001,70.0,77.24231088269725
3524709,Jaguariúna (SP),2002,80.0,74.88131159200617
3524709,Jaguariúna (SP),2003,80.0,80.59058579638192
3524709,Jaguariúna (SP),2004,90.0,83.24809710213418
3524709,Jaguariúna (SP),2005,99.329,88.84535319439924
3524709,Jaguariúna (SP),2006,80.0,90.89031007395286
3524709,Jaguariúna (SP),2007,100.0,87.29424815824392
3524709,Jaguariúna (SP),2008,100.0,100.35434858689892
3524709,Jaguariúna (SP),2009,100.0,100.53919426829044
3524709,Jaguariúna (SP),2010,52.0,73.94415686118498
3524709,Jaguariúna (SP),2011,83.0,81.55574495841947
3524709,Jaguariúna (SP),2012,83.0,81.62926124761341
3524709,Jaguariúna (SP),2013,83.0,84.1569845557051
3524709,Jaguariúna (SP),2014,70.0,72.00124250468977
3524709,Jaguariúna (SP),2015,80.0,76.86596598567759
3524709,Jaguariúna (SP),2016,80.0,78.98037824652299
3524709,Jaguariúna (SP),2017,80.0,80.27211519404463
3524709,Jaguariúna (SP),2018,80.0,77.18579071904679
3524709,Jaguariúna (SP),2019,80.0,79.66538605675754
3524709,Jaguariúna (SP),2020,80.0,81.99756094438027
3524709,Jaguariúna (SP),2021,80.0,79.85496036128329
3524709,Jaguariúna (SP),2022,80.0,81.24717638851124
3524709,Jaguariúna (SP),2023,80.0,81.85351658293453
3524709,Jaguariúna (SP),2024,80.0,78.57889814055997
3524808,Jales (SP),2010,110.0,102.63943623324947
3524808,Jales (SP),2011,90.0,90.94278599071757
3524808,Jales (SP),2012,85.0,86.10691391188044
3524808,Jales (SP),2013,85.0,84.08081536882796
3524808,Jales (SP),2014,80.0,77.03592316596882
3524808,Jales (SP),2015,80.0,85.2702149364193
3524808,Jales (SP),2016,80.0,79.95552903165
3524808,Jales (SP),2017,80.0,80.87435795361952
3524808,Jales (SP),2018,90.0,81.60131922194995
3524808,Jales (SP),2019,90.0,87.77220247975903
3524808,Jales (SP),2020,90.0,89.08990142498526
3524808,Jales (SP),2021,90.0,85.12303131783496
3524808,Jales (SP),2022,90.0,89.36245665901708
3524808,Jales (SP),2023,90.0,89.86864773825639
3524808,Jales (SP),2024,89.962,84.28592492471172
3524907,Jambeiro (SP),2001,60.0,57.312865217754464
3524907,Jambeiro (SP),2016,60.0,60.34422026810349
3524907,Jambeiro (SP),2023,40.0,54.252815800727014
3525102,Jardinópolis (SP),2001,70.0,76.61347754408476
3525102,Jardinópolis (SP),2002,80.0,75.95255278823774
3525102,Jardinópolis (SP),2003,80.0,81.59806987561736
3525102,Jardinópolis (SP),2004,80.0,80.59784844815147
3525102,Jardinópolis (SP),2005,82.144,81.58518427509442
3525102,Jardinópolis (SP),2006,80.0,83.07773206819884
3525102,Jardinópolis (SP),2007,80.035,80.62847606450653
3525102,Jardinópolis (SP),2008,80.0,81.1134984089434
3525102,Jardinópolis (SP),2009,120.0,88.1697824819321
3525102,Jardinópolis (SP),2010,89.998,109.09451121656114
3525102,Jardinópolis (SP),2011,89.999,86.15510716572754
3525102,Jardinópolis (SP),2012,79.985,84.15860025285821
3525102,Jardinópolis (SP),2013,79.985,80.96363489114842
3525102,Jardinópolis (SP),2014,74.1,73.65344129990842
3525102,Jardinópolis (SP),2015,80.0,74.89945661780268
3525102,Jardinópolis (SP),2016,80.0,80.21501554535877
3525102,Jardinópolis (SP),2017,80.0,79.09153203404603
3525102,Jardinópolis (SP),2018,80.0,81.57775563966555
3525102,Jardinópolis (SP),2019,80.0,79.97634159721711
3525102,Jardinópolis (SP),2020,80.0,80.62905501777428
3525102,Jardinópolis (SP),2021,80.0,77.90794350234324
3525102,Jardinópolis (SP),2022,80.0,82.25896952256534
3525102,Jardinópolis (SP),2023,80.0,80.84103524161826
3525102,Jardinópolis (SP),2024,80.0,80.66272882864166
3525201,Jarinu (SP),2001,75.0,75.44866410339164
3525201,Jarinu (SP),2002,75.0,73.97009520748051
3525201,Jarinu (SP),2003,75.0,73.83788056428314
3525201,Jarinu (SP),2004,75.0,75.37249772363323
3525201,Jarinu (SP),2005,74.495,73.49950259445092
3525201,Jarinu (SP),2006,75.0,74.77972828384145
3525201,Jarinu (SP),2007,75.0,75.67212423623766
3525201,Jarinu (SP),2008,75.0,75.82135610568871
3525201,Jarinu (SP),2009,75.0,76.40980106558659
3525201,Jarinu (SP),2010,70.0,72.70018797942919
3525201,Jarinu (SP),2011,70.0,68.36482146388082
3525201,Jarinu (SP),2012,80.0,75.3034448701281
3525201,Jarinu (SP),2013,80.0,73.40370738438646
3525201,Jarinu (SP),2014,80.0,77.21155915284942
3525201,Jarinu (SP),2015,65.0,67.64742293755278
3525201,Jarinu (SP),2016,65.0,65.68781681508769
3525201,Jarinu (SP),2017,65.0,66.63390505426518
3525201,Jarinu (SP),2018,65.0,62.50997047735159
3525201,Jarinu (SP),2019,65.0,65.74815764828962
3525201,Jarinu (SP),2020,65.0,66.71271396735209
3525201,Jarinu (SP),2021,65.0,65.0935170121363
3525201,Jarinu (SP),2022,65.0,62.42222234199431
3525201,Jarinu (SP),2023,65.0,70.61475254474692
3525201,Jarinu (SP),2024,65.0,64.579937127285
3525300,Jaú (SP),2001,81.081,78.21337608592229
3525300,Jaú (SP),2002,85.0,82.5443125853915
3525300,Jaú (SP),2003,80.0,82.45013060629579
3525300,Jaú (SP),2004,78.514,79.49533956259599
3525300,Jaú (SP),2005,81.781,79.89007941810185
3525300,Jaú (SP),2006,80.0,80.2070853531829
3525300,Jaú (SP),2007,82.0,82.14158289820709
3525300,Jaú (SP),2008,82.0,81.62111531393248
3525300,Jaú (SP),2009,82.988,81.8987568270556
3525300,Jaú (SP),2010,83.0,82.7485603216085
3525300,Jaú (SP),2011,85.0,82.91919105198264
3525300,Jaú (SP),2012,74.0,75.81440537859766
3525300,Jaú (SP),2013,78.0,78.82892481742782
3525300,Jaú (SP),2014,70.0,69.06313006192529
3525300,Jaú (SP),2015,75.035,78.54564646354017
3525300,Jaú (SP),2016,80.009,81.4865789945284
3525300,Jaú (SP),2017,78.01,81.0931410966762
3525300,Jaú (SP),2018,80.0,78.30871120212748
3525300,Jaú (SP),2019,80.0,79.97781738820356
3525300,Jaú (SP),2020,75.0,76.47493686348373
3525300,Jaú (SP),2021,74.0,72.05025402591849
3525300,Jaú (SP),2022,75.0,75.7408208215732
3525300,Jaú (SP),2023,85.0,80.71319416494097
3525300,Jaú (SP),2024,65.0,78.01808349054414
3525409,Jeriquara (SP),2001,100.0,100.69890998619003
3525409,Jeriquara (SP),2002,100.0,101.32455425083839
3525409,Jeriquara (SP),2003,100.0,104.16349248650639
3525409,Jeriquara (SP),2004,80.0,89.66195245490651
3525409,Jeriquara (SP),2005,89.396,81.68555939519275
3525409,Jeriquara (SP),2006,90.0,92.3310402404336
3525409,Jeriquara (SP),2007,80.0,92.40143298341022
3525409,Jeriquara (SP),2008,80.0,80.03169017314828
3525409,Jeriquara (SP),2009,75.0,81.17823016667101
3525409,Jeriquara (SP),2010,75.0,76.17426464885794
3525409,Jeriquara (SP),2011,80.0,78.86342856764533
3525409,Jeriquara (SP),2012,70.0,75.92287332633208
3525409,Jeriquara (SP),2013,100.0,80.90643367587928
3525409,Jeriquara (SP),2014,60.0,78.5735255096552
3525409,Jeriquara (SP),2015,70.0,71.58322918095058
3525409,Jeriquara (SP),2016,75.0,75.95174894815264
3525409,Jeriquara (SP),2017,80.0,76.84693229115378
3525409,Jeriquara (SP),2018,80.0,80.16549749472627
3525409,Jeriquara (SP),2019,80.0,78.80456871618647
3525409,Jeriquara (SP),2020,80.0,80.48656578063039
3525409,Jeriquara (SP),2021,75.0,76.90656233240449
3525409,Jeriquara (SP),2022,85.0,79.76309390209003
3525409,Jeriquara (SP),2023,80.0,82.04906935997504
3525409,Jeriquara (SP),2024,80.0,79.15188253062078
3525508,Joanópolis (SP),2003,40.0,45.151453160256416
3525508,Joanópolis (SP),2004,42.0,43.77347451547065
3525508,Joanópolis (SP),2005,40.957,42.38345188669663
3525508,Joanópolis (SP),2006,41.0,48.59626118163779
3525508,Joanópolis (SP),2007,41.0,47.478792106157755
3525508,Joanópolis (SP),2008,41.0,44.394933909340644
3525508,Joanópolis (SP),2009,41.0,41.09632867474195
3525508,Joanópolis (SP),2010,50.0,49.60247234479408
3525508,Joanópolis (SP),2011,60.0,52.01315254875677
3525607,João Ramalho (SP),2001,80.0,67.61977023846504
3525607,João Ramalho (SP),2002,80.0,77.79929221250059
3525607,João Ramalho (SP),2003,102.351,88.3684778813743
3525607,João Ramalho (SP),2004,102.351,90.58182264748856
3525607,João Ramalho (SP),2005,88.228,91.36350818450808
3525607,João Ramalho (SP),2006,70.0,84.57728143589665
3525607,João Ramalho (SP),2007,70.0,71.58199734235296
3525607,João Ramalho (SP),2008,73.15,72.36988517910186
3525607,João Ramalho (SP),2009,80.0,77.0149566406241
3525607,João Ramalho (SP),2010,80.0,80.78426662374788
3525607,João Ramalho (SP),2011,72.0,79.40888301330972
3525607,João Ramalho (SP),2012,70.0,72.29214314301919
3525607,João Ramalho (SP),2013,72.572,73.40169027973147
3525607,João Ramalho (SP),2014,63.0,66.39374672348012
3525607,João Ramalho (SP),2015,76.0,72.87600557065193
3525607,João Ramalho (SP),2016,68.454,79.27961064852225
3525607,João Ramalho (SP),2017,70.992,71.46204686187569
3525607,João Ramalho (SP),2018,65.871,69.78910536493015
3525607,João Ramalho (SP),2019,65.871,67.23082456830647
3525607,João Ramalho (SP),2020,67.331,70.50723517068016
3525607,João Ramalho (SP),2021,65.571,65.61664311270673
3525607,João Ramalho (SP),2022,66.294,68.32629811848904
3525607,João Ramalho (SP),2023,61.514,68.96767293464627
3525607,João Ramalho (SP),2024,60.519,64.41834968881435
3525706,José Bonifácio (SP),2001,80.0,92.87873771166795
3525706,José Bonifácio (SP),2002,80.0,87.57611208788194
3525706,José Bonifácio (SP),2003,80.0,84.14005760728652
3525706,José Bonifácio (SP),2004,80.0,86.79319540096391
3525706,José Bonifácio (SP),2005,118.68,94.26922280347944
3525706,José Bonifácio (SP),2006,80.0,93.51865434985164
3525706,José Bonifácio (SP),2007,100.0,86.32526295375719
3525706,José Bonifácio (SP),2008,90.0,91.43531315124157
3525706,José Bonifácio (SP),2009,90.0,89.38690418232272
3525706,José Bonifácio (SP),2010,90.0,89.87797667745126
3525706,José Bonifácio (SP),2011,90.0,89.39775875731583
3525706,José Bonifácio (SP),2012,99.048,88.18657810222484
3525706,José Bonifácio (SP),2013,90.0,89.83351993207694
3525706,José Bonifácio (SP),2014,60.0,71.21793510784029
3525706,José Bonifácio (SP),2015,60.606,73.45387362649281
3525706,José Bonifácio (SP),2016,80.0,75.11795468143441
3525706,José Bonifácio (SP),2017,70.0,80.07822281939664
3525706,José Bonifácio (SP),2018,70.0,70.59596368330635
3525706,José Bonifácio (SP),2019,70.0,72.04673325875603
3525706,José Bonifácio (SP),2020,80.0,73.26835379208697
3525706,José Bonifácio (SP),2021,65.0,75.65453220750284
3525706,José Bonifácio (SP),2022,70.0,74.84764475349998
3525706,José Bonifácio (SP),2023,90.0,86.17843399816071
3525706,José Bonifácio (SP),2024,80.0,83.3870088594771
3525805,Júlio Mesquita (SP),2008,50.0,81.92263502249172
3525805,Júlio Mesquita (SP),2009,50.0,60.850221514042325
3525805,Júlio Mesquita (SP),2011,80.0,67.22626538635669
3525805,Júlio Mesquita (SP),2012,60.0,73.09160526544409
3525805,Júlio Mesquita (SP),2013,59.314,64.25365357651856
3525805,Júlio Mesquita (SP),2014,70.0,64.30520768907483
3525805,Júlio Mesquita (SP),2015,80.0,74.10015304056046
3525805,Júlio Mesquita (SP),2016,60.0,81.17693859129803
3525805,Júlio Mesquita (SP),2017,70.0,66.75526639954329
3525805,Júlio Mesquita (SP),2018,70.0,71.662684187631
3525805,Júlio Mesquita (SP),2024,75.0,73.02361507551291
3525854,Jumirim (SP),2001,100.0,95.92186792316183
3525854,Jumirim (SP),2002,100.0,95.953270032419
3525854,Jumirim (SP),2003,100.0,97.55868906951959
3525854,Jumirim (SP),2004,100.0,91.45618143888903
3525854,Jumirim (SP),2005,99.328,96.94268180182847
3525854,Jumirim (SP),2006,80.0,88.21205072379061
3525854,Jumirim (SP),2007,80.0,79.625508333592
3525854,Jumirim (SP),2008,100.0,86.20862711677236
3525854,Jumirim (SP),2009,75.0,85.46348858135799
3525854,Jumirim (SP),2010,65.0,71.06300770599321
3525854,Jumirim (SP),2011,65.0,67.2558250592552
3525854,Jumirim (SP),2012,80.0,72.50463391559107
3525854,Jumirim (SP),2013,100.0,84.30283303975934
3525854,Jumirim (SP),2014,100.0,88.28227233484408
3525854,Jumirim (SP),2015,100.0,97.74491141884046
3525854,Jumirim (SP),2016,100.0,95.83933650769437
3525854,Jumirim (SP),2017,100.0,96.90957923711726
3525854,Jumirim (SP),2018,100.0,98.0174191311931
3525854,Jumirim (SP),2019,75.0,84.3337632936736
3525854,Jumirim (SP),2020,100.0,86.43989533541934
3525854,Jumirim (SP),2021,100.0,92.6378538367327
3525854,Jumirim (SP),2022,90.0,92.97513420236362
3525854,Jumirim (SP),2023,100.0,86.57683958207852
3525854,Jumirim (SP),2024,90.0,92.58781390351173
3525904,Jundiaí (SP),2003,50.0,51.1850688284077
3525904,Jundiaí (SP),2004,50.0,50.739308888972154
3525904,Jundiaí (SP),2005,49.666,50.90599043926906
3525904,Jundiaí (SP),2006,50.0,51.39961768700742
3525904,Jundiaí (SP),2007,50.0,51.03222446162172
3525904,Jundiaí (SP),2008,50.0,50.56277261932515
3525904,Jundiaí (SP),2010,60.0,60.391558958097455
3526001,Junqueirópolis (SP),2001,50.0,54.48351529971987
3526001,Junqueirópolis (SP),2002,58.444,62.24109577108756
3526001,Junqueirópolis (SP),2003,58.0,69.10983972695935
3526001,Junqueirópolis (SP),2004,70.0,67.78398484872504
3526001,Junqueirópolis (SP),2005,69.539,70.81385388147777
3526001,Junqueirópolis (SP),2006,85.0,75.40492279980774
3526001,Junqueirópolis (SP),2007,79.957,84.26345133951776
3526001,Junqueirópolis (SP),2008,85.2,84.24389144217605
3526001,Junqueirópolis (SP),2009,85.2,82.60454633686487
3526001,Junqueirópolis (SP),2010,80.0,82.10110911067027
3526001,Junqueirópolis (SP),2011,85.0,79.66640293240697
3526001,Junqueirópolis (SP),2012,75.6,71.97042698912195
3526001,Junqueirópolis (SP),2013,70.0,74.50507778278973
3526001,Junqueirópolis (SP),2014,52.884,61.336571220713616
3526001,Junqueirópolis (SP),2015,70.0,71.04642969899476
3526001,Junqueirópolis (SP),2016,65.0,69.81918137986627
3526001,Junqueirópolis (SP),2017,70.0,71.06465888195659
3526001,Junqueirópolis (SP),2018,70.0,70.50118124746032
3526001,Junqueirópolis (SP),2019,65.0,70.07353351257859
3526001,Junqueirópolis (SP),2020,65.0,66.93434776545605
3526001,Junqueirópolis (SP),2021,64.0,65.82848594273781
3526001,Junqueirópolis (SP),2022,68.0,68.28688652240963
3526001,Junqueirópolis (SP),2023,82.0,74.10891538406489
3526001,Junqueirópolis (SP),2024,65.0,73.65424224220222
3526308,Lagoinha (SP),2010,70.0,59.832121719752486
3526308,Lagoinha (SP),2011,70.0,67.07408176067031
3526308,Lagoinha (SP),2016,60.0,66.33001115545142
3526308,Lagoinha (SP),2017,88.0,68.83601682950382
3526308,Lagoinha (SP),2018,49.0,69.55191502029548
3526308,Lagoinha (SP),2019,25.0,37.64768038325563
3526308,Lagoinha (SP),2021,100.0,37.86282688407426
3526308,Lagoinha (SP),2022,75.0,82.43006559699947
3526308,Lagoinha (SP),2023,70.0,70.96979236621776
3526407,Laranjal Paulista (SP),2002,80.0,76.57393485602057
3526407,Laranjal Paulista (SP),2003,90.0,84.38346151155255
3526407,Laranjal Paulista (SP),2004,80.0,83.84589287596776
3526407,Laranjal Paulista (SP),2005,79.463,77.47645951806199
3526407,Laranjal Paulista (SP),2006,90.0,83.65929703597926
3526407,Laranjal Paulista (SP),2007,90.0,85.94586110838651
3526407,Laranjal Paulista (SP),2008,85.0,85.03271217970477
3526407,Laranjal Paulista (SP),2009,90.0,79.18031958283588
3526407,Laranjal Paulista (SP),2010,100.0,94.86691586090897
3526407,Laranjal Paulista (SP),2011,90.0,90.79826406803546
3526407,Laranjal Paulista (SP),2012,90.0,88.77420226355771
3526407,Laranjal Paulista (SP),2013,90.0,89.3207878118213
3526407,Laranjal Paulista (SP),2016,100.0,93.79740436169166
3526407,Laranjal Paulista (SP),2017,100.0,95.72072992999743
3526407,Laranjal Paulista (SP),2018,100.0,96.49634043154342
3526407,Laranjal Paulista (SP),2019,73.0,83.98280386496388
3526407,Laranjal Paulista (SP),2020,73.0,75.31397915164813
3526407,Laranjal Paulista (SP),2021,91.0,79.21880772870203
3526407,Laranjal Paulista (SP),2022,88.0,88.12947030410358
3526407,Laranjal Paulista (SP),2023,90.0,87.29948014973182
3526407,Laranjal Paulista (SP),2024,90.0,86.89936929336292
3526506,Lavínia (SP),2002,75.0,76.93793698448746
3526506,Lavínia (SP),2003,75.0,78.49596416398532
3526506,Lavínia (SP),2004,75.0,74.96531718592819
3526506,Lavínia (SP),2005,83.999,70.85837591779058
3526506,Lavínia (SP),2006,75.0,80.9368815487003
3526506,Lavínia (SP),2007,80.0,83.4902048579167
3526506,Lavínia (SP),2008,80.0,81.46857555078024
3526506,Lavínia (SP),2009,80.0,77.17403665789989
3526506,Lavínia (SP),2010,84.615,81.97110352568917
3526506,Lavínia (SP),2011,80.0,81.40505264657637
3526506,Lavínia (SP),2012,80.0,77.90402667111839
3526506,Lavínia (SP),2013,80.0,79.66116680922674
3526506,Lavínia (SP),2014,70.0,69.10707265725807
3526506,Lavínia (SP),2015,70.0,72.9363292623052
3526506,Lavínia (SP),2016,80.0,72.08500324550445
3526506,Lavínia (SP),2017,80.0,78.84716681246776
3526506,Lavínia (SP),2018,80.0,79.21183460734193
3526506,Lavínia (SP),2019,80.0,76.70101929334332
3526506,Lavínia (SP),2020,80.0,75.63410732105393
3526506,Lavínia (SP),2021,80.0,76.5528996729243
3526506,Lavínia (SP),2022,80.0,76.92444098201895
3526506,Lavínia (SP),2023,80.0,83.61899748030743
3526506,Lavínia (SP),2024,85.222,76.91622731835422
3526704,Leme (SP),2001,85.0,75.9773615361222
3526704,Leme (SP),2002,92.18,86.64693052523481
3526704,Leme (SP),2003,87.89,87.90245852186099
3526704,Leme (SP),2004,88.0,87.82523643538809
3526704,Leme (SP),2005,95.492,93.10420929031282
3526704,Leme (SP),2006,90.0,91.31095033184899
3526704,Leme (SP),2007,90.0,85.94011748856593
3526704,Leme (SP),2008,90.0,88.53865820501947
3526704,Leme (SP),2009,106.0,94.66879793151014
3526704,Leme (SP),2010,63.93,83.47125292262834
3526704,Leme (SP),2011,80.0,77.92118378933793
3526704,Leme (SP),2012,71.0,74.3675607528445
3526704,Leme (SP),2013,80.0,77.11783830699764
3526704,Leme (SP),2014,60.0,66.63295685765463
3526704,Leme (SP),2015,90.0,77.49703835873852
3526704,Leme (SP),2016,90.015,89.00742198831009
3526704,Leme (SP),2017,90.015,89.00914974120062
3526704,Leme (SP),2018,90.015,87.81983795185437
3526704,Leme (SP),2019,92.7,90.37119982782687
3526704,Leme (SP),2020,92.7,92.24176731242481
3526704,Leme (SP),2021,100.0,90.55947608467321
3526704,Leme (SP),2022,91.805,92.99779671852875
3526704,Leme (SP),2023,90.0,88.99889462662773
3526704,Leme (SP),2024,85.0,85.17096975359598
3526803,Lençóis Paulista (SP),2001,75.0,71.49091971156622
3526803,Lençóis Paulista (SP),2002,75.303,74.49951841967409
3526803,Lençóis Paulista (SP),2003,75.0,76.01854415184138
3526803,Lençóis Paulista (SP),2004,71.429,75.17278811561948
3526803,Lençóis Paulista (SP),2005,78.712,77.0874569158826
3526803,Lençóis Paulista (SP),2006,72.0,79.39310456899575
3526803,Lençóis Paulista (SP),2007,72.0,73.76745018488776
3526803,Lençóis Paulista (SP),2008,75.0,74.97892877817357
3526803,Lençóis Paulista (SP),2009,75.0,76.75042624992923
3526803,Lençóis Paulista (SP),2010,75.0,74.84281323550864
3526803,Lençóis Paulista (SP),2011,79.0,77.36580149693874
3526803,Lençóis Paulista (SP),2012,79.0,77.4098670737227
3526803,Lençóis Paulista (SP),2013,79.0,79.8034462448466
3526803,Lençóis Paulista (SP),2014,73.374,69.13420645081419
3526803,Lençóis Paulista (SP),2015,80.0,79.3366491079882
3526803,Lençóis Paulista (SP),2016,80.0,80.57653482651448
3526803,Lençóis Paulista (SP),2017,85.94,81.32838490437528
3526803,Lençóis Paulista (SP),2018,76.0,81.69234395522703
3526803,Lençóis Paulista (SP),2019,76.0,78.46457058354737
3526803,Lençóis Paulista (SP),2020,70.0,73.70575415253342
3526803,Lençóis Paulista (SP),2021,67.0,67.2436840799201
3526803,Lençóis Paulista (SP),2022,71.0,69.27419789440073
3526803,Lençóis Paulista (SP),2023,80.0,77.31193792821486
3526803,Lençóis Paulista (SP),2024,78.0,76.40364720733436
3526902,Limeira (SP),2001,70.0,72.43344191638528
3526902,Limeira (SP),2002,70.0,73.23402278655692
3526902,Limeira (SP),2003,70.0,71.87456817928626
3526902,Limeira (SP),2004,70.0,72.67659431079053
