NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,V_numerico,variavel_padronizada
6,Município,33,Quilogramas por Hectare,85000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2009,2009,40106,Cana-de-açúcar,85000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,85000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2010,2010,40106,Cana-de-açúcar,85000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2011,2011,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2012,2012,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2013,2013,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,56000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2014,2014,40106,Cana-de-açúcar,56000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2015,2015,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,75000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2016,2016,40106,Cana-de-açúcar,75000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,85000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2017,2017,40106,Cana-de-açúcar,85000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,85000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2018,2018,40106,Cana-de-açúcar,85000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,64000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2019,2019,40106,Cana-de-açúcar,64000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,76667,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2020,2020,40106,Cana-de-açúcar,76667,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2021,2021,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,77000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2022,2022,40106,Cana-de-açúcar,77000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,110000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2023,2023,40106,Cana-de-açúcar,110000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,90000,3535101,Palmares Paulista (SP),112,Rendimento médio da produção,2024,2024,40106,Cana-de-açúcar,90000,rendimento_kg_ha
6,Município,40,Mil Reais,7894,3535101,Palmares Paulista (SP),215,Valor da produção,2000,2000,40106,Cana-de-açúcar,7894,valor_producao_mil_reais
6,Município,40,Mil Reais,10387,3535101,Palmares Paulista (SP),215,Valor da produção,2001,2001,40106,Cana-de-açúcar,10387,valor_producao_mil_reais
6,Município,40,Mil Reais,15540,3535101,Palmares Paulista (SP),215,Valor da produção,2002,2002,40106,Cana-de-açúcar,15540,valor_producao_mil_reais
6,Município,40,Mil Reais,16728,3535101,Palmares Paulista (SP),215,Valor da produção,2003,2003,40106,Cana-de-açúcar,16728,valor_producao_mil_reais
6,Município,40,Mil Reais,12138,3535101,Palmares Paulista (SP),215,Valor da produção,2004,2004,40106,Cana-de-açúcar,12138,valor_producao_mil_reais
6,Município,40,Mil Reais,18324,3535101,Palmares Paulista (SP),215,Valor da produção,2005,2005,40106,Cana-de-açúcar,18324,valor_producao_mil_reais
6,Município,40,Mil Reais,13608,3535101,Palmares Paulista (SP),215,Valor da produção,2006,2006,40106,Cana-de-açúcar,13608,valor_producao_mil_reais
6,Município,40,Mil Reais,11900,3535101,Palmares Paulista (SP),215,Valor da produção,2007,2007,40106,Cana-de-açúcar,11900,valor_producao_mil_reais
6,Município,40,Mil Reais,11985,3535101,Palmares Paulista (SP),215,Valor da produção,2008,2008,40106,Cana-de-açúcar,11985,valor_producao_mil_reais
6,Município,40,Mil Reais,19939,3535101,Palmares Paulista (SP),215,Valor da produção,2009,2009,40106,Cana-de-açúcar,19939,valor_producao_mil_reais
6,Município,40,Mil Reais,18385,3535101,Palmares Paulista (SP),215,Valor da produção,2010,2010,40106,Cana-de-açúcar,18385,valor_producao_mil_reais
6,Município,40,Mil Reais,22369,3535101,Palmares Paulista (SP),215,Valor da produção,2011,2011,40106,Cana-de-açúcar,22369,valor_producao_mil_reais
6,Município,40,Mil Reais,21858,3535101,Palmares Paulista (SP),215,Valor da produção,2012,2012,40106,Cana-de-açúcar,21858,valor_producao_mil_reais
6,Município,40,Mil Reais,26280,3535101,Palmares Paulista (SP),215,Valor da produção,2013,2013,40106,Cana-de-açúcar,26280,valor_producao_mil_reais
6,Município,40,Mil Reais,18954,3535101,Palmares Paulista (SP),215,Valor da produção,2014,2014,40106,Cana-de-açúcar,18954,valor_producao_mil_reais
6,Município,40,Mil Reais,24553,3535101,Palmares Paulista (SP),215,Valor da produção,2015,2015,40106,Cana-de-açúcar,24553,valor_producao_mil_reais
6,Município,40,Mil Reais,13360,3535101,Palmares Paulista (SP),215,Valor da produção,2016,2016,40106,Cana-de-açúcar,13360,valor_producao_mil_reais
6,Município,40,Mil Reais,25888,3535101,Palmares Paulista (SP),215,Valor da produção,2017,2017,40106,Cana-de-açúcar,25888,valor_producao_mil_reais
6,Município,40,Mil Reais,20718,3535101,Palmares Paulista (SP),215,Valor da produção,2018,2018,40106,Cana-de-açúcar,20718,valor_producao_mil_reais
6,Município,40,Mil Reais,16858,3535101,Palmares Paulista (SP),215,Valor da produção,2019,2019,40106,Cana-de-açúcar,16858,valor_producao_mil_reais
6,Município,40,Mil Reais,22287,3535101,Palmares Paulista (SP),215,Valor da produção,2020,2020,40106,Cana-de-açúcar,22287,valor_producao_mil_reais
6,Município,40,Mil Reais,26158,3535101,Palmares Paulista (SP),215,Valor da produção,2021,2021,40106,Cana-de-açúcar,26158,valor_producao_mil_reais
6,Município,40,Mil Reais,66151,3535101,Palmares Paulista (SP),215,Valor da produção,2022,2022,40106,Cana-de-açúcar,66151,valor_producao_mil_reais
6,Município,40,Mil Reais,95077,3535101,Palmares Paulista (SP),215,Valor da produção,2023,2023,40106,Cana-de-açúcar,95077,valor_producao_mil_reais
6,Município,40,Mil Reais,75892,3535101,Palmares Paulista (SP),215,Valor da produção,2024,2024,40106,Cana-de-açúcar,75892,valor_producao_mil_reais
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2000,2000,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2001,2001,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2002,2002,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2003,2003,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2004,2004,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2005,2005,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2006,2006,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,50,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2007,2007,40106,Cana-de-açúcar,50,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2008,2008,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,320,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2009,2009,40106,Cana-de-açúcar,320,area_plantada_ha
6,Município,1006,Hectares,320,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2010,2010,40106,Cana-de-açúcar,320,area_plantada_ha
6,Município,1006,Hectares,280,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2011,2011,40106,Cana-de-açúcar,280,area_plantada_ha
6,Município,1006,Hectares,280,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2012,2012,40106,Cana-de-açúcar,280,area_plantada_ha
6,Município,1006,Hectares,295,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2013,2013,40106,Cana-de-açúcar,295,area_plantada_ha
6,Município,1006,Hectares,899,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2014,2014,40106,Cana-de-açúcar,899,area_plantada_ha
6,Município,1006,Hectares,529,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2015,2015,40106,Cana-de-açúcar,529,area_plantada_ha
6,Município,1006,Hectares,500,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2016,2016,40106,Cana-de-açúcar,500,area_plantada_ha
6,Município,1006,Hectares,500,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2017,2017,40106,Cana-de-açúcar,500,area_plantada_ha
6,Município,1006,Hectares,800,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2018,2018,40106,Cana-de-açúcar,800,area_plantada_ha
6,Município,1006,Hectares,800,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2019,2019,40106,Cana-de-açúcar,800,area_plantada_ha
6,Município,1006,Hectares,800,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2020,2020,40106,Cana-de-açúcar,800,area_plantada_ha
6,Município,1006,Hectares,530,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2021,2021,40106,Cana-de-açúcar,530,area_plantada_ha
6,Município,1006,Hectares,530,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2022,2022,40106,Cana-de-açúcar,530,area_plantada_ha
6,Município,1006,Hectares,530,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2023,2023,40106,Cana-de-açúcar,530,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),8331,Área plantada ou destinada à colheita,2024,2024,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2000,2000,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2001,2001,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2002,2002,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2003,2003,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2004,2004,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2005,2005,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2006,2006,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,50,3535200,Palmeira d'Oeste (SP),216,Área colhida,2007,2007,40106,Cana-de-açúcar,50,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2008,2008,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,320,3535200,Palmeira d'Oeste (SP),216,Área colhida,2009,2009,40106,Cana-de-açúcar,320,area_colhida_ha
6,Município,1006,Hectares,320,3535200,Palmeira d'Oeste (SP),216,Área colhida,2010,2010,40106,Cana-de-açúcar,320,area_colhida_ha
6,Município,1006,Hectares,280,3535200,Palmeira d'Oeste (SP),216,Área colhida,2011,2011,40106,Cana-de-açúcar,280,area_colhida_ha
6,Município,1006,Hectares,280,3535200,Palmeira d'Oeste (SP),216,Área colhida,2012,2012,40106,Cana-de-açúcar,280,area_colhida_ha
6,Município,1006,Hectares,295,3535200,Palmeira d'Oeste (SP),216,Área colhida,2013,2013,40106,Cana-de-açúcar,295,area_colhida_ha
6,Município,1006,Hectares,899,3535200,Palmeira d'Oeste (SP),216,Área colhida,2014,2014,40106,Cana-de-açúcar,899,area_colhida_ha
6,Município,1006,Hectares,529,3535200,Palmeira d'Oeste (SP),216,Área colhida,2015,2015,40106,Cana-de-açúcar,529,area_colhida_ha
6,Município,1006,Hectares,500,3535200,Palmeira d'Oeste (SP),216,Área colhida,2016,2016,40106,Cana-de-açúcar,500,area_colhida_ha
6,Município,1006,Hectares,500,3535200,Palmeira d'Oeste (SP),216,Área colhida,2017,2017,40106,Cana-de-açúcar,500,area_colhida_ha
6,Município,1006,Hectares,800,3535200,Palmeira d'Oeste (SP),216,Área colhida,2018,2018,40106,Cana-de-açúcar,800,area_colhida_ha
6,Município,1006,Hectares,800,3535200,Palmeira d'Oeste (SP),216,Área colhida,2019,2019,40106,Cana-de-açúcar,800,area_colhida_ha
6,Município,1006,Hectares,800,3535200,Palmeira d'Oeste (SP),216,Área colhida,2020,2020,40106,Cana-de-açúcar,800,area_colhida_ha
6,Município,1006,Hectares,530,3535200,Palmeira d'Oeste (SP),216,Área colhida,2021,2021,40106,Cana-de-açúcar,530,area_colhida_ha
6,Município,1006,Hectares,530,3535200,Palmeira d'Oeste (SP),216,Área colhida,2022,2022,40106,Cana-de-açúcar,530,area_colhida_ha
6,Município,1006,Hectares,530,3535200,Palmeira d'Oeste (SP),216,Área colhida,2023,2023,40106,Cana-de-açúcar,530,area_colhida_ha
6,Município,1006,Hectares,-,3535200,Palmeira d'Oeste (SP),216,Área colhida,2024,2024,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2000,2000,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2001,2001,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2002,2002,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2003,2003,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2004,2004,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2005,2005,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2006,2006,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,3000,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2007,2007,40106,Cana-de-açúcar,3000,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2008,2008,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,19200,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2009,2009,40106,Cana-de-açúcar,19200,producao_ton
6,Município,1017,Toneladas,19200,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2010,2010,40106,Cana-de-açúcar,19200,producao_ton
6,Município,1017,Toneladas,25200,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2011,2011,40106,Cana-de-açúcar,25200,producao_ton
6,Município,1017,Toneladas,25200,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2012,2012,40106,Cana-de-açúcar,25200,producao_ton
6,Município,1017,Toneladas,25075,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2013,2013,40106,Cana-de-açúcar,25075,producao_ton
6,Município,1017,Toneladas,62930,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2014,2014,40106,Cana-de-açúcar,62930,producao_ton
6,Município,1017,Toneladas,37030,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2015,2015,40106,Cana-de-açúcar,37030,producao_ton
6,Município,1017,Toneladas,35000,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2016,2016,40106,Cana-de-açúcar,35000,producao_ton
6,Município,1017,Toneladas,35000,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2017,2017,40106,Cana-de-açúcar,35000,producao_ton
6,Município,1017,Toneladas,56000,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2018,2018,40106,Cana-de-açúcar,56000,producao_ton
6,Município,1017,Toneladas,64000,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2019,2019,40106,Cana-de-açúcar,64000,producao_ton
6,Município,1017,Toneladas,64000,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2020,2020,40106,Cana-de-açúcar,64000,producao_ton
6,Município,1017,Toneladas,37100,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2021,2021,40106,Cana-de-açúcar,37100,producao_ton
6,Município,1017,Toneladas,42400,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2022,2022,40106,Cana-de-açúcar,42400,producao_ton
6,Município,1017,Toneladas,42400,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2023,2023,40106,Cana-de-açúcar,42400,producao_ton
6,Município,1017,Toneladas,-,3535200,Palmeira d'Oeste (SP),214,Quantidade produzida,2024,2024,40106,Cana-de-açúcar,,producao_ton
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2000,2000,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2001,2001,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2002,2002,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2003,2003,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2004,2004,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2005,2005,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2006,2006,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,60000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2007,2007,40106,Cana-de-açúcar,60000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2008,2008,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,60000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2009,2009,40106,Cana-de-açúcar,60000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,60000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2010,2010,40106,Cana-de-açúcar,60000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,90000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2011,2011,40106,Cana-de-açúcar,90000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,90000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2012,2012,40106,Cana-de-açúcar,90000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,85000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2013,2013,40106,Cana-de-açúcar,85000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2014,2014,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2015,2015,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2016,2016,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2017,2017,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2018,2018,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2019,2019,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2020,2020,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2021,2021,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2022,2022,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2023,2023,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3535200,Palmeira d'Oeste (SP),112,Rendimento médio da produção,2024,2024,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2000,2000,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2001,2001,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2002,2002,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2003,2003,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2004,2004,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2005,2005,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2006,2006,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,87,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2007,2007,40106,Cana-de-açúcar,87,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2008,2008,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,633,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2009,2009,40106,Cana-de-açúcar,633,valor_producao_mil_reais
6,Município,40,Mil Reais,748,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2010,2010,40106,Cana-de-açúcar,748,valor_producao_mil_reais
6,Município,40,Mil Reais,1159,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2011,2011,40106,Cana-de-açúcar,1159,valor_producao_mil_reais
6,Município,40,Mil Reais,1502,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2012,2012,40106,Cana-de-açúcar,1502,valor_producao_mil_reais
6,Município,40,Mil Reais,1331,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2013,2013,40106,Cana-de-açúcar,1331,valor_producao_mil_reais
6,Município,40,Mil Reais,3228,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2014,2014,40106,Cana-de-açúcar,3228,valor_producao_mil_reais
6,Município,40,Mil Reais,1973,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2015,2015,40106,Cana-de-açúcar,1973,valor_producao_mil_reais
6,Município,40,Mil Reais,2269,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2016,2016,40106,Cana-de-açúcar,2269,valor_producao_mil_reais
6,Município,40,Mil Reais,2376,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2017,2017,40106,Cana-de-açúcar,2376,valor_producao_mil_reais
6,Município,40,Mil Reais,3664,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2018,2018,40106,Cana-de-açúcar,3664,valor_producao_mil_reais
6,Município,40,Mil Reais,3830,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2019,2019,40106,Cana-de-açúcar,3830,valor_producao_mil_reais
6,Município,40,Mil Reais,4546,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2020,2020,40106,Cana-de-açúcar,4546,valor_producao_mil_reais
6,Município,40,Mil Reais,3938,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2021,2021,40106,Cana-de-açúcar,3938,valor_producao_mil_reais
6,Município,40,Mil Reais,5398,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2022,2022,40106,Cana-de-açúcar,5398,valor_producao_mil_reais
6,Município,40,Mil Reais,5275,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2023,2023,40106,Cana-de-açúcar,5275,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3535200,Palmeira d'Oeste (SP),215,Valor da produção,2024,2024,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,1006,Hectares,7250,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2000,2000,40106,Cana-de-açúcar,7250,area_plantada_ha
6,Município,1006,Hectares,7370,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2001,2001,40106,Cana-de-açúcar,7370,area_plantada_ha
6,Município,1006,Hectares,8570,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2002,2002,40106,Cana-de-açúcar,8570,area_plantada_ha
6,Município,1006,Hectares,7643,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2003,2003,40106,Cana-de-açúcar,7643,area_plantada_ha
6,Município,1006,Hectares,8270,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2004,2004,40106,Cana-de-açúcar,8270,area_plantada_ha
6,Município,1006,Hectares,11108,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2005,2005,40106,Cana-de-açúcar,11108,area_plantada_ha
6,Município,1006,Hectares,12980,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2006,2006,40106,Cana-de-açúcar,12980,area_plantada_ha
6,Município,1006,Hectares,15980,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2007,2007,40106,Cana-de-açúcar,15980,area_plantada_ha
6,Município,1006,Hectares,17102,3535309,Palmital (SP),8331,Área plantada ou destinada à colheita,2008,2008,40106,Cana-de-açúcar,17102,area_plantada_ha
