NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,V_numerico,variavel_padronizada
6,Município,33,Quilogramas por Hectare,80000,3506805,Bocaina (SP),112,Rendimento médio da produção,2018,2018,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,75000,3506805,Bocaina (SP),112,Rendimento médio da produção,2019,2019,40106,Cana-de-açúcar,75000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,75000,3506805,Bocaina (SP),112,Rendimento médio da produção,2020,2020,40106,Cana-de-açúcar,75000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,74000,3506805,Bocaina (SP),112,Rendimento médio da produção,2021,2021,40106,Cana-de-açúcar,74000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,75000,3506805,Bocaina (SP),112,Rendimento médio da produção,2022,2022,40106,Cana-de-açúcar,75000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,76000,3506805,Bocaina (SP),112,Rendimento médio da produção,2023,2023,40106,Cana-de-açúcar,76000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,63000,3506805,Bocaina (SP),112,Rendimento médio da produção,2024,2024,40106,Cana-de-açúcar,63000,rendimento_kg_ha
6,Município,40,Mil Reais,11489,3506805,Bocaina (SP),215,Valor da produção,2000,2000,40106,Cana-de-açúcar,11489,valor_producao_mil_reais
6,Município,40,Mil Reais,24038,3506805,Bocaina (SP),215,Valor da produção,2001,2001,40106,Cana-de-açúcar,24038,valor_producao_mil_reais
6,Município,40,Mil Reais,28947,3506805,Bocaina (SP),215,Valor da produção,2002,2002,40106,Cana-de-açúcar,28947,valor_producao_mil_reais
6,Município,40,Mil Reais,23328,3506805,Bocaina (SP),215,Valor da produção,2003,2003,40106,Cana-de-açúcar,23328,valor_producao_mil_reais
6,Município,40,Mil Reais,19440,3506805,Bocaina (SP),215,Valor da produção,2004,2004,40106,Cana-de-açúcar,19440,valor_producao_mil_reais
6,Município,40,Mil Reais,25344,3506805,Bocaina (SP),215,Valor da produção,2005,2005,40106,Cana-de-açúcar,25344,valor_producao_mil_reais
6,Município,40,Mil Reais,31590,3506805,Bocaina (SP),215,Valor da produção,2006,2006,40106,Cana-de-açúcar,31590,valor_producao_mil_reais
6,Município,40,Mil Reais,40824,3506805,Bocaina (SP),215,Valor da produção,2007,2007,40106,Cana-de-açúcar,40824,valor_producao_mil_reais
6,Município,40,Mil Reais,23892,3506805,Bocaina (SP),215,Valor da produção,2008,2008,40106,Cana-de-açúcar,23892,valor_producao_mil_reais
6,Município,40,Mil Reais,23892,3506805,Bocaina (SP),215,Valor da produção,2009,2009,40106,Cana-de-açúcar,23892,valor_producao_mil_reais
6,Município,40,Mil Reais,35334,3506805,Bocaina (SP),215,Valor da produção,2010,2010,40106,Cana-de-açúcar,35334,valor_producao_mil_reais
6,Município,40,Mil Reais,74745,3506805,Bocaina (SP),215,Valor da produção,2011,2011,40106,Cana-de-açúcar,74745,valor_producao_mil_reais
6,Município,40,Mil Reais,67366,3506805,Bocaina (SP),215,Valor da produção,2012,2012,40106,Cana-de-açúcar,67366,valor_producao_mil_reais
6,Município,40,Mil Reais,51166,3506805,Bocaina (SP),215,Valor da produção,2013,2013,40106,Cana-de-açúcar,51166,valor_producao_mil_reais
6,Município,40,Mil Reais,51166,3506805,Bocaina (SP),215,Valor da produção,2014,2014,40106,Cana-de-açúcar,51166,valor_producao_mil_reais
6,Município,40,Mil Reais,53683,3506805,Bocaina (SP),215,Valor da produção,2015,2015,40106,Cana-de-açúcar,53683,valor_producao_mil_reais
6,Município,40,Mil Reais,68605,3506805,Bocaina (SP),215,Valor da produção,2016,2016,40106,Cana-de-açúcar,68605,valor_producao_mil_reais
6,Município,40,Mil Reais,67169,3506805,Bocaina (SP),215,Valor da produção,2017,2017,40106,Cana-de-açúcar,67169,valor_producao_mil_reais
6,Município,40,Mil Reais,64980,3506805,Bocaina (SP),215,Valor da produção,2018,2018,40106,Cana-de-açúcar,64980,valor_producao_mil_reais
6,Município,40,Mil Reais,57324,3506805,Bocaina (SP),215,Valor da produção,2019,2019,40106,Cana-de-açúcar,57324,valor_producao_mil_reais
6,Município,40,Mil Reais,58800,3506805,Bocaina (SP),215,Valor da produção,2020,2020,40106,Cana-de-açúcar,58800,valor_producao_mil_reais
6,Município,40,Mil Reais,116316,3506805,Bocaina (SP),215,Valor da produção,2021,2021,40106,Cana-de-açúcar,116316,valor_producao_mil_reais
6,Município,40,Mil Reais,156000,3506805,Bocaina (SP),215,Valor da produção,2022,2022,40106,Cana-de-açúcar,156000,valor_producao_mil_reais
6,Município,40,Mil Reais,159600,3506805,Bocaina (SP),215,Valor da produção,2023,2023,40106,Cana-de-açúcar,159600,valor_producao_mil_reais
6,Município,40,Mil Reais,121212,3506805,Bocaina (SP),215,Valor da produção,2024,2024,40106,Cana-de-açúcar,121212,valor_producao_mil_reais
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2000,2000,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2001,2001,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2002,2002,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2003,2003,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2004,2004,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2005,2005,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2006,2006,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2007,2007,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2008,2008,40106,Cana-de-açúcar,150,area_plantada_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2009,2009,40106,Cana-de-açúcar,150,area_plantada_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2010,2010,40106,Cana-de-açúcar,150,area_plantada_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2011,2011,40106,Cana-de-açúcar,150,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2012,2012,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2013,2013,40106,Cana-de-açúcar,150,area_plantada_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2014,2014,40106,Cana-de-açúcar,140,area_plantada_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2015,2015,40106,Cana-de-açúcar,140,area_plantada_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2016,2016,40106,Cana-de-açúcar,140,area_plantada_ha
6,Município,1006,Hectares,90,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2017,2017,40106,Cana-de-açúcar,90,area_plantada_ha
6,Município,1006,Hectares,90,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2018,2018,40106,Cana-de-açúcar,90,area_plantada_ha
6,Município,1006,Hectares,160,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2019,2019,40106,Cana-de-açúcar,160,area_plantada_ha
6,Município,1006,Hectares,160,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2020,2020,40106,Cana-de-açúcar,160,area_plantada_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2021,2021,40106,Cana-de-açúcar,140,area_plantada_ha
6,Município,1006,Hectares,50,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2022,2022,40106,Cana-de-açúcar,50,area_plantada_ha
6,Município,1006,Hectares,50,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2023,2023,40106,Cana-de-açúcar,50,area_plantada_ha
6,Município,1006,Hectares,50,3506904,Bofete (SP),8331,Área plantada ou destinada à colheita,2024,2024,40106,Cana-de-açúcar,50,area_plantada_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2000,2000,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2001,2001,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2002,2002,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2003,2003,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2004,2004,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2005,2005,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2006,2006,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2007,2007,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),216,Área colhida,2008,2008,40106,Cana-de-açúcar,150,area_colhida_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),216,Área colhida,2009,2009,40106,Cana-de-açúcar,150,area_colhida_ha
6,Município,1006,Hectares,147,3506904,Bofete (SP),216,Área colhida,2010,2010,40106,Cana-de-açúcar,147,area_colhida_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),216,Área colhida,2011,2011,40106,Cana-de-açúcar,150,area_colhida_ha
6,Município,1006,Hectares,-,3506904,Bofete (SP),216,Área colhida,2012,2012,40106,Cana-de-açúcar,,area_colhida_ha
6,Município,1006,Hectares,150,3506904,Bofete (SP),216,Área colhida,2013,2013,40106,Cana-de-açúcar,150,area_colhida_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),216,Área colhida,2014,2014,40106,Cana-de-açúcar,140,area_colhida_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),216,Área colhida,2015,2015,40106,Cana-de-açúcar,140,area_colhida_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),216,Área colhida,2016,2016,40106,Cana-de-açúcar,140,area_colhida_ha
6,Município,1006,Hectares,90,3506904,Bofete (SP),216,Área colhida,2017,2017,40106,Cana-de-açúcar,90,area_colhida_ha
6,Município,1006,Hectares,90,3506904,Bofete (SP),216,Área colhida,2018,2018,40106,Cana-de-açúcar,90,area_colhida_ha
6,Município,1006,Hectares,160,3506904,Bofete (SP),216,Área colhida,2019,2019,40106,Cana-de-açúcar,160,area_colhida_ha
6,Município,1006,Hectares,160,3506904,Bofete (SP),216,Área colhida,2020,2020,40106,Cana-de-açúcar,160,area_colhida_ha
6,Município,1006,Hectares,140,3506904,Bofete (SP),216,Área colhida,2021,2021,40106,Cana-de-açúcar,140,area_colhida_ha
6,Município,1006,Hectares,50,3506904,Bofete (SP),216,Área colhida,2022,2022,40106,Cana-de-açúcar,50,area_colhida_ha
6,Município,1006,Hectares,50,3506904,Bofete (SP),216,Área colhida,2023,2023,40106,Cana-de-açúcar,50,area_colhida_ha
6,Município,1006,Hectares,50,3506904,Bofete (SP),216,Área colhida,2024,2024,40106,Cana-de-açúcar,50,area_colhida_ha
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2000,2000,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2001,2001,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2002,2002,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2003,2003,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2004,2004,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2005,2005,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2006,2006,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2007,2007,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,6750,3506904,Bofete (SP),214,Quantidade produzida,2008,2008,40106,Cana-de-açúcar,6750,producao_ton
6,Município,1017,Toneladas,6750,3506904,Bofete (SP),214,Quantidade produzida,2009,2009,40106,Cana-de-açúcar,6750,producao_ton
6,Município,1017,Toneladas,6750,3506904,Bofete (SP),214,Quantidade produzida,2010,2010,40106,Cana-de-açúcar,6750,producao_ton
6,Município,1017,Toneladas,6750,3506904,Bofete (SP),214,Quantidade produzida,2011,2011,40106,Cana-de-açúcar,6750,producao_ton
6,Município,1017,Toneladas,-,3506904,Bofete (SP),214,Quantidade produzida,2012,2012,40106,Cana-de-açúcar,,producao_ton
6,Município,1017,Toneladas,10500,3506904,Bofete (SP),214,Quantidade produzida,2013,2013,40106,Cana-de-açúcar,10500,producao_ton
6,Município,1017,Toneladas,10500,3506904,Bofete (SP),214,Quantidade produzida,2014,2014,40106,Cana-de-açúcar,10500,producao_ton
6,Município,1017,Toneladas,8400,3506904,Bofete (SP),214,Quantidade produzida,2015,2015,40106,Cana-de-açúcar,8400,producao_ton
6,Município,1017,Toneladas,8400,3506904,Bofete (SP),214,Quantidade produzida,2016,2016,40106,Cana-de-açúcar,8400,producao_ton
6,Município,1017,Toneladas,7200,3506904,Bofete (SP),214,Quantidade produzida,2017,2017,40106,Cana-de-açúcar,7200,producao_ton
6,Município,1017,Toneladas,7200,3506904,Bofete (SP),214,Quantidade produzida,2018,2018,40106,Cana-de-açúcar,7200,producao_ton
6,Município,1017,Toneladas,11500,3506904,Bofete (SP),214,Quantidade produzida,2019,2019,40106,Cana-de-açúcar,11500,producao_ton
6,Município,1017,Toneladas,11500,3506904,Bofete (SP),214,Quantidade produzida,2020,2020,40106,Cana-de-açúcar,11500,producao_ton
6,Município,1017,Toneladas,8711,3506904,Bofete (SP),214,Quantidade produzida,2021,2021,40106,Cana-de-açúcar,8711,producao_ton
6,Município,1017,Toneladas,2000,3506904,Bofete (SP),214,Quantidade produzida,2022,2022,40106,Cana-de-açúcar,2000,producao_ton
6,Município,1017,Toneladas,3450,3506904,Bofete (SP),214,Quantidade produzida,2023,2023,40106,Cana-de-açúcar,3450,producao_ton
6,Município,1017,Toneladas,3645,3506904,Bofete (SP),214,Quantidade produzida,2024,2024,40106,Cana-de-açúcar,3645,producao_ton
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2000,2000,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2001,2001,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2002,2002,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2003,2003,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2004,2004,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2005,2005,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2006,2006,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2007,2007,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,45000,3506904,Bofete (SP),112,Rendimento médio da produção,2008,2008,40106,Cana-de-açúcar,45000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,45000,3506904,Bofete (SP),112,Rendimento médio da produção,2009,2009,40106,Cana-de-açúcar,45000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,45918,3506904,Bofete (SP),112,Rendimento médio da produção,2010,2010,40106,Cana-de-açúcar,45918,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,45000,3506904,Bofete (SP),112,Rendimento médio da produção,2011,2011,40106,Cana-de-açúcar,45000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,-,3506904,Bofete (SP),112,Rendimento médio da produção,2012,2012,40106,Cana-de-açúcar,,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,70000,3506904,Bofete (SP),112,Rendimento médio da produção,2013,2013,40106,Cana-de-açúcar,70000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,75000,3506904,Bofete (SP),112,Rendimento médio da produção,2014,2014,40106,Cana-de-açúcar,75000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,60000,3506904,Bofete (SP),112,Rendimento médio da produção,2015,2015,40106,Cana-de-açúcar,60000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,60000,3506904,Bofete (SP),112,Rendimento médio da produção,2016,2016,40106,Cana-de-açúcar,60000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3506904,Bofete (SP),112,Rendimento médio da produção,2017,2017,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,80000,3506904,Bofete (SP),112,Rendimento médio da produção,2018,2018,40106,Cana-de-açúcar,80000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,71875,3506904,Bofete (SP),112,Rendimento médio da produção,2019,2019,40106,Cana-de-açúcar,71875,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,71875,3506904,Bofete (SP),112,Rendimento médio da produção,2020,2020,40106,Cana-de-açúcar,71875,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,62221,3506904,Bofete (SP),112,Rendimento médio da produção,2021,2021,40106,Cana-de-açúcar,62221,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,40000,3506904,Bofete (SP),112,Rendimento médio da produção,2022,2022,40106,Cana-de-açúcar,40000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,69000,3506904,Bofete (SP),112,Rendimento médio da produção,2023,2023,40106,Cana-de-açúcar,69000,rendimento_kg_ha
6,Município,33,Quilogramas por Hectare,72900,3506904,Bofete (SP),112,Rendimento médio da produção,2024,2024,40106,Cana-de-açúcar,72900,rendimento_kg_ha
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2000,2000,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2001,2001,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2002,2002,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2003,2003,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2004,2004,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2005,2005,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2006,2006,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2007,2007,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,189,3506904,Bofete (SP),215,Valor da produção,2008,2008,40106,Cana-de-açúcar,189,valor_producao_mil_reais
6,Município,40,Mil Reais,230,3506904,Bofete (SP),215,Valor da produção,2009,2009,40106,Cana-de-açúcar,230,valor_producao_mil_reais
6,Município,40,Mil Reais,216,3506904,Bofete (SP),215,Valor da produção,2010,2010,40106,Cana-de-açúcar,216,valor_producao_mil_reais
6,Município,40,Mil Reais,216,3506904,Bofete (SP),215,Valor da produção,2011,2011,40106,Cana-de-açúcar,216,valor_producao_mil_reais
6,Município,40,Mil Reais,-,3506904,Bofete (SP),215,Valor da produção,2012,2012,40106,Cana-de-açúcar,,valor_producao_mil_reais
6,Município,40,Mil Reais,651,3506904,Bofete (SP),215,Valor da produção,2013,2013,40106,Cana-de-açúcar,651,valor_producao_mil_reais
6,Município,40,Mil Reais,630,3506904,Bofete (SP),215,Valor da produção,2014,2014,40106,Cana-de-açúcar,630,valor_producao_mil_reais
6,Município,40,Mil Reais,504,3506904,Bofete (SP),215,Valor da produção,2015,2015,40106,Cana-de-açúcar,504,valor_producao_mil_reais
6,Município,40,Mil Reais,504,3506904,Bofete (SP),215,Valor da produção,2016,2016,40106,Cana-de-açúcar,504,valor_producao_mil_reais
6,Município,40,Mil Reais,576,3506904,Bofete (SP),215,Valor da produção,2017,2017,40106,Cana-de-açúcar,576,valor_producao_mil_reais
6,Município,40,Mil Reais,828,3506904,Bofete (SP),215,Valor da produção,2018,2018,40106,Cana-de-açúcar,828,valor_producao_mil_reais
6,Município,40,Mil Reais,805,3506904,Bofete (SP),215,Valor da produção,2019,2019,40106,Cana-de-açúcar,805,valor_producao_mil_reais
6,Município,40,Mil Reais,805,3506904,Bofete (SP),215,Valor da produção,2020,2020,40106,Cana-de-açúcar,805,valor_producao_mil_reais
6,Município,40,Mil Reais,792,3506904,Bofete (SP),215,Valor da produção,2021,2021,40106,Cana-de-açúcar,792,valor_producao_mil_reais
6,Município,40,Mil Reais,180,3506904,Bofete (SP),215,Valor da produção,2022,2022,40106,Cana-de-açúcar,180,valor_producao_mil_reais
6,Município,40,Mil Reais,518,3506904,Bofete (SP),215,Valor da produção,2023,2023,40106,Cana-de-açúcar,518,valor_producao_mil_reais
6,Município,40,Mil Reais,547,3506904,Bofete (SP),215,Valor da produção,2024,2024,40106,Cana-de-açúcar,547,valor_producao_mil_reais
6,Município,1006,Hectares,5600,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2000,2000,40106,Cana-de-açúcar,5600,area_plantada_ha
6,Município,1006,Hectares,5800,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2001,2001,40106,Cana-de-açúcar,5800,area_plantada_ha
6,Município,1006,Hectares,4900,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2002,2002,40106,Cana-de-açúcar,4900,area_plantada_ha
6,Município,1006,Hectares,5600,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2003,2003,40106,Cana-de-açúcar,5600,area_plantada_ha
6,Município,1006,Hectares,6160,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2004,2004,40106,Cana-de-açúcar,6160,area_plantada_ha
6,Município,1006,Hectares,6467,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2005,2005,40106,Cana-de-açúcar,6467,area_plantada_ha
6,Município,1006,Hectares,6405,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2006,2006,40106,Cana-de-açúcar,6405,area_plantada_ha
6,Município,1006,Hectares,109,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2007,2007,40106,Cana-de-açúcar,109,area_plantada_ha
6,Município,1006,Hectares,6467,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2008,2008,40106,Cana-de-açúcar,6467,area_plantada_ha
6,Município,1006,Hectares,7200,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2009,2009,40106,Cana-de-açúcar,7200,area_plantada_ha
6,Município,1006,Hectares,7200,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2010,2010,40106,Cana-de-açúcar,7200,area_plantada_ha
6,Município,1006,Hectares,7200,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2011,2011,40106,Cana-de-açúcar,7200,area_plantada_ha
6,Município,1006,Hectares,-,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2012,2012,40106,Cana-de-açúcar,,area_plantada_ha
6,Município,1006,Hectares,8000,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2013,2013,40106,Cana-de-açúcar,8000,area_plantada_ha
6,Município,1006,Hectares,7200,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2014,2014,40106,Cana-de-açúcar,7200,area_plantada_ha
6,Município,1006,Hectares,6500,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2015,2015,40106,Cana-de-açúcar,6500,area_plantada_ha
6,Município,1006,Hectares,6500,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2016,2016,40106,Cana-de-açúcar,6500,area_plantada_ha
6,Município,1006,Hectares,6500,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2017,2017,40106,Cana-de-açúcar,6500,area_plantada_ha
6,Município,1006,Hectares,6000,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2018,2018,40106,Cana-de-açúcar,6000,area_plantada_ha
6,Município,1006,Hectares,6000,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2019,2019,40106,Cana-de-açúcar,6000,area_plantada_ha
6,Município,1006,Hectares,6000,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2020,2020,40106,Cana-de-açúcar,6000,area_plantada_ha
6,Município,1006,Hectares,5800,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2021,2021,40106,Cana-de-açúcar,5800,area_plantada_ha
6,Município,1006,Hectares,5800,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2022,2022,40106,Cana-de-açúcar,5800,area_plantada_ha
6,Município,1006,Hectares,5500,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2023,2023,40106,Cana-de-açúcar,5500,area_plantada_ha
6,Município,1006,Hectares,5700,3507001,Boituva (SP),8331,Área plantada ou destinada à colheita,2024,2024,40106,Cana-de-açúcar,5700,area_plantada_ha
6,Município,1006,Hectares,5600,3507001,Boituva (SP),216,Área colhida,2000,2000,40106,Cana-de-açúcar,5600,area_colhida_ha
6,Município,1006,Hectares,5800,3507001,Boituva (SP),216,Área colhida,2001,2001,40106,Cana-de-açúcar,5800,area_colhida_ha
6,Município,1006,Hectares,4900,3507001,Boituva (SP),216,Área colhida,2002,2002,40106,Cana-de-açúcar,4900,area_colhida_ha
6,Município,1006,Hectares,5600,3507001,Boituva (SP),216,Área colhida,2003,2003,40106,Cana-de-açúcar,5600,area_colhida_ha
6,Município,1006,Hectares,6160,3507001,Boituva (SP),216,Área colhida,2004,2004,40106,Cana-de-açúcar,6160,area_colhida_ha
6,Município,1006,Hectares,6467,3507001,Boituva (SP),216,Área colhida,2005,2005,40106,Cana-de-açúcar,6467,area_colhida_ha
6,Município,1006,Hectares,6405,3507001,Boituva (SP),216,Área colhida,2006,2006,40106,Cana-de-açúcar,6405,area_colhida_ha
6,Município,1006,Hectares,109,3507001,Boituva (SP),216,Área colhida,2007,2007,40106,Cana-de-açúcar,109,area_colhida_ha
