codigo_ibge
3547502
3552908
3536307
3555109
3552304
3553856
3552502
3553302
3503406
3536257
3503158
3552007
3510302
3529203
3540259
3535200
3525300
3551405
3515301
3553005
3501004
3537008
3553708
3507001
3518305
3504909
3545506
3554003
3528601
3549250
3508504
3556008
3535804
3500758
3505104
3544509
3520905
3506805
3520442
3516101
3504800
3509908
3516507
3503356
3512902
3530706
3539103
3504602
3538709
3541802
3525508
3507456
3501301
3514957
3533254
3503307
3514809
3512605
3509502
3534906
3541406
3524402
3538105
3513702
3518206
3547403
3524006
3532058
3523206
3550902
3505351
3523404
3539608
3541109
3501103
3515350
3526506
3527108
3542305
3550803
3547908
3542107
3542503
3523909
3538204
3516606
3547650
3506300
3551504
3537107
3518909
3532827
3534104
3519907
3507605
3551306
3530409
3532801
3548054
3543204
3518602
3529500
3526001
3552106
3554508
3535507
3505609
3529609
3539905
3528858
3526704
3529708
3554102
3557204
3510906
3516903
3545704
3502101
3544707
3509601
3554300
3519006
3536109
3556305
3528106
3505302
3505005
3514502
3500600
3536570
3510104
3521101
3544004
3500204
3542800
3533601
3533106
3519402
3526902
3530201
3528908
3550605
3532405
3521507
3550308
3503802
3504008
3541604
3511300
3527504
3542008
3540408
3534005
3547106
3502200
3512506
3545100
3507753
3551900
3529302
3556909
3551801
3546405
3511102
3501608
3534302
3528304
3505500
3549508
3523602
3548401
3512100
3500303
3546702
3522158
3511201
3537305
3501152
3530904
3533502
3535606
3531407
3508405
3521606
3532900
3504503
3501806
3532702
3542404
3548500
3520608
3554201
3501707
3513405
3543907
3523107
3551603
3508801
3519600
3549904
3509007
3511409
3555901
3510153
3540002
3522604
3535309
3520004
3531001
3515194
3536208
3557303
3540507
3521002
3518701
3527702
3515806
3532504
3555802
3550704
3554953
3551207
3532207
3508603
3536406
3552403
3516200
3531605
3542909
3543808
3547700
3502804
3511508
3512308
3549102
3518503
3501509
3539509
3514924
3524709
3503950
3532603
3545605
3554904
3543006
3507159
3557154
3522802
3508702
3515400
3531209
3531902
3546306
3521150
3532868
3546504
3502408
3533403
3549300
3515509
3546603
3519808
3523800
3550407
3505807
3533007
3528205
3534203
3520103
3506102
3525607
3535408
3522653
3554607
3539400
3527306
3520509
3550506
3546108
3536604
3545803
3521309
3538907
3529005
3540200
3500402
3516804
3524204
3520202
3530508
3503000
3514403
3500105
3537701
3541059
3541901
3512407
3523503
3520806
3512001
3539707
3532009
3543600
3527603
3549409
3500907
3537404
3503208
3509452
3550001
3520400
3521705
3538808
3543402
3535101
3525102
3546009
3506003
3506508
3503505
3504206
3522901
3515202
3546801
3538006
3501202
3510005
3515129
3521408
3533908
3509403
3512704
3506409
3513207
3525854
3531506
3540606
3533700
3506904
3517505
3511607
3551108
3546256
3500550
3518107
3503703
3557105
3524808
3554656
3533809
3549805
3517000
3519071
3536802
3524303
3534500
3544806
3555604
3511003
3544202
3504107
3511706
3514908
3513900
3509304
3500709
3553203
3524907
3543105
3526407
3532306
3503109
3510807
3528403
3528700
3519501
3539301
3552601
3546207
3540853
3555703
3553807
3545308
3544608
3534708
3507803
3516853
3549706
3508009
3538600
3541703
3515657
3517802
3512209
3551702
3510401
3522703
3544905
3529807
3518008
3543253
3505203
3527009
3518404
3544251
3545209
3550209
3528007
3515186
3524600
3514106
3501905
3527900
3539004
3529658
3502606
3542701
3542602
3522000
3525904
3522406
3507506
3502309
3508306
3509106
3532843
3555208
3555356
3540309
3507209
3546900
3514007
3514700
3541307
3544301
3505401
3517703
3534609
3510708
3547007
3530102
3516002
3530003
3524105
3554706
3519055
3502754
3529104
3539202
3506359
3537602
3536901
3543238
3507407
3507902
3513306
3557006
3541653
3535705
3508900
3527405
3515608
3545407
3502903
3542206
3549607
3519105
3556354
3522307
3554409
3507704
3519303
3532157
3536505
3521200
3548005
3537156
3555505
3525201
3543709
3533304
3526308
3504701
3525409
3532108
3553500
3553955
3555000
3544400
3541505
3507100
3540705
3548302
3508108
3550100
3549201
3540804
3534757
3554755
3553906
3541208
3531803
3534807
3535002
3521903
3517406
3521804
3552205
3556800
3526803
3515152
3540903
3555307
3525706
3502705
3556404
3514205
3519204
3514304
3517901
3556107
3530805
3540101
3536000
3543501
3553658
3556958
3513850
3515905
3548104
3552551
3509809
3517208
3524501
3513108
3553104
3545159
3553609
3527256
3505906
3508207
3509254
3514601
3517109
3547205
3502002
3537503
3507308
3517307
3518859
3506706
3537909
3528809
3520707
3553401
3535903
3549003
3504305
3533205
3519253
3512803
3523701
3547601
3552700
3523008
3531308
3538303
3530300
3537800
3519709
3504404
3506201
3556503
3503604
3511904
3525805
3548906
3536703
3531704
