codigo_ibge,nome_municipio,latitude,longitude
3523701,Itirapuã,-20.6406814,-47.2193817
3547601,Santa Rosa de Viterbo,-21.4869452,-47.3654908
3552700,Tabatinga,-21.7373768,-48.6880522
3523008,Itapura,-20.6435211,-51.5084479
3531308,Monte Alto,-21.265545,-48.497066
3538303,Piquerobi,-21.8856652,-51.7296404
3530300,Mirassol,-20.8141411,-49.507449
3537800,Piedade,-23.7074096,-47.4252319
3519709,Ibiúna,-23.6544825,-47.220856
3504404,Avanhandava,-21.4603331,-49.9465156
3506201,Bento de Abreu,-21.2715723,-50.8117225
3556503,Várzea Paulista,-23.2113889,-46.8283333
3503604,Areiópolis,-22.6758064,-48.6673653
3511904,Clementina,-21.5594631,-50.448624
3525805,Júlio Mesquita,-22.0099839,-49.7889446
3548906,São Carlos,-22.0180395,-47.891154
3536703,Pederneiras,-22.351086,-48.778113
3531704,Monteiro Lobato,-22.9553542,-45.8387146
